hgnc_symbol	ensembl_gene_id	chromosome_name	origsymbol
RP11-665N17.4	NA	NA	NA	RP11-665N17.4
RP11-666A8.8	NA	NA	NA	RP11-666A8.8
RP11-669N7.2	NA	NA	NA	RP11-669N7.2
RP11-66H6.3	NA	NA	NA	RP11-66H6.3
RP11-66N11.8	NA	NA	NA	RP11-66N11.8
RP11-66N24.3	NA	NA	NA	RP11-66N24.3
RP11-66N24.4	NA	NA	NA	RP11-66N24.4
RP11-670E13.2	NA	NA	NA	RP11-670E13.2
RP11-671C19.2	NA	NA	NA	RP11-671C19.2
RP11-672L10.6	NA	NA	NA	RP11-672L10.6
RP11-673E1.1	NA	NA	NA	RP11-673E1.1
RP11-676J12.4	NA	NA	NA	RP11-676J12.4
RP11-676J12.7	NA	NA	NA	RP11-676J12.7
RP11-677M14.3	NA	NA	NA	RP11-677M14.3
RP11-677M14.7	NA	NA	NA	RP11-677M14.7
RP11-679C8.2	NA	NA	NA	RP11-679C8.2
RP11-67L3.4	NA	NA	NA	RP11-67L3.4
RP11-67L3.5	NA	NA	NA	RP11-67L3.5
RP11-680G24.5	NA	NA	NA	RP11-680G24.5
RP11-682N22.1	NA	NA	NA	RP11-682N22.1
RP11-686G8.2	NA	NA	NA	RP11-686G8.2
RP11-686O6.1	NA	NA	NA	RP11-686O6.1
RP11-686O6.2	NA	NA	NA	RP11-686O6.2
RP11-687F6.1	NA	NA	NA	RP11-687F6.1
RP11-689C9.1	NA	NA	NA	RP11-689C9.1
RP11-68L18.1	NA	NA	NA	RP11-68L18.1
RP11-690G19.3	NA	NA	NA	RP11-690G19.3
RP11-692N5.1	NA	NA	NA	RP11-692N5.1
RP11-696N14.1	NA	NA	NA	RP11-696N14.1
RP11-69E11.4	NA	NA	NA	RP11-69E11.4
RP11-6D1.3	NA	NA	NA	RP11-6D1.3
RP11-6J24.6	NA	NA	NA	RP11-6J24.6
RP11-6N13.1	NA	NA	NA	RP11-6N13.1
RP11-700H13.1	NA	NA	NA	RP11-700H13.1
RP11-700H6.1	NA	NA	NA	RP11-700H6.1
RP11-700J17.2	NA	NA	NA	RP11-700J17.2
RP11-701P16.5	NA	NA	NA	RP11-701P16.5
RP11-702F3.3	NA	NA	NA	RP11-702F3.3
RP11-702L6.4	NA	NA	NA	RP11-702L6.4
RP11-705C15.4	NA	NA	NA	RP11-705C15.4
RP11-705O1.8	NA	NA	NA	RP11-705O1.8
RP11-706D8.3	NA	NA	NA	RP11-706D8.3
RP11-706O15.1	NA	NA	NA	RP11-706O15.1
RP11-706O15.3	NA	NA	NA	RP11-706O15.3
RP11-706O15.5	NA	NA	NA	RP11-706O15.5
RP11-707M3.3	NA	NA	NA	RP11-707M3.3
RP11-708J19.1	NA	NA	NA	RP11-708J19.1
RP11-70P17.1	NA	NA	NA	RP11-70P17.1
RP11-712L6.5	NA	NA	NA	RP11-712L6.5
RP11-715J22.2	NA	NA	NA	RP11-715J22.2
RP11-71H17.9	NA	NA	NA	RP11-71H17.9
RP11-722E23.2	NA	NA	NA	RP11-722E23.2
RP11-723O4.9	NA	NA	NA	RP11-723O4.9
RP11-725P16.2	NA	NA	NA	RP11-725P16.2
RP11-727A23.11	NA	NA	NA	RP11-727A23.11
RP11-727F15.11	NA	NA	NA	RP11-727F15.11
RP11-727F15.12	NA	NA	NA	RP11-727F15.12
RP11-727F15.9	NA	NA	NA	RP11-727F15.9
RP11-72M17.1	NA	NA	NA	RP11-72M17.1
RP11-731C17.2	NA	NA	NA	RP11-731C17.2
RP11-732M18.3	NA	NA	NA	RP11-732M18.3
RP11-734K2.4	NA	NA	NA	RP11-734K2.4
RP11-734K21.3	NA	NA	NA	RP11-734K21.3
RP11-736K20.5	NA	NA	NA	RP11-736K20.5
RP11-736K20.6	NA	NA	NA	RP11-736K20.6
RP11-73E17.2	NA	NA	NA	RP11-73E17.2
RP11-73K9.2	NA	NA	NA	RP11-73K9.2
RP11-73M18.10	NA	NA	NA	RP11-73M18.10
RP11-73M18.9	NA	NA	NA	RP11-73M18.9
RP11-744K17.1	NA	NA	NA	RP11-744K17.1
RP11-744K17.2	NA	NA	NA	RP11-744K17.2
RP11-744K17.9	NA	NA	NA	RP11-744K17.9
RP11-74E22.3	NA	NA	NA	RP11-74E22.3
RP11-752G15.6	NA	NA	NA	RP11-752G15.6
RP11-753H16.3	NA	NA	NA	RP11-753H16.3
RP11-755B10.3	NA	NA	NA	RP11-755B10.3
RP11-755B10.4	NA	NA	NA	RP11-755B10.4
RP11-755F10.1	NA	NA	NA	RP11-755F10.1
RP11-757F18.5	NA	NA	NA	RP11-757F18.5
RP11-758M4.4	NA	NA	NA	RP11-758M4.4
RP11-758P17.3	NA	NA	NA	RP11-758P17.3
RP11-761I4.3	NA	NA	NA	RP11-761I4.3
RP11-764K9.1	NA	NA	NA	RP11-764K9.1
RP11-767C1.2	NA	NA	NA	RP11-767C1.2
RP11-769O8.1	NA	NA	NA	RP11-769O8.1
RP11-76C10.5	NA	NA	NA	RP11-76C10.5
RP11-76N22.2	NA	NA	NA	RP11-76N22.2
RP11-76P2.4	NA	NA	NA	RP11-76P2.4
RP11-770J1.3	NA	NA	NA	RP11-770J1.3
RP11-770J1.5	NA	NA	NA	RP11-770J1.5
RP11-773D16.1	NA	NA	NA	RP11-773D16.1
RP11-775D22.2	NA	NA	NA	RP11-775D22.2
RP11-776H12.1	NA	NA	NA	RP11-776H12.1
RP11-778D9.12	NA	NA	NA	RP11-778D9.12
RP11-778D9.13	NA	NA	NA	RP11-778D9.13
RP11-77H9.2	NA	NA	NA	RP11-77H9.2
RP11-77H9.5	NA	NA	NA	RP11-77H9.5
RP11-77H9.8	NA	NA	NA	RP11-77H9.8
RP11-77P16.4	NA	NA	NA	RP11-77P16.4
RP11-77P6.2	NA	NA	NA	RP11-77P6.2
RP11-782C8.1	NA	NA	NA	RP11-782C8.1
RP11-782C8.3	NA	NA	NA	RP11-782C8.3
RP11-782C8.5	NA	NA	NA	RP11-782C8.5
RP11-783K16.13	NA	NA	NA	RP11-783K16.13
RP11-783K16.14	NA	NA	NA	RP11-783K16.14
RP11-783K16.5	NA	NA	NA	RP11-783K16.5
RP11-78F17.1	NA	NA	NA	RP11-78F17.1
RP11-78J21.4	NA	NA	NA	RP11-78J21.4
RP11-792A8.4	NA	NA	NA	RP11-792A8.4
RP11-793H13.11	NA	NA	NA	RP11-793H13.11
RP11-795F19.5	NA	NA	NA	RP11-795F19.5
RP11-796E2.4	NA	NA	NA	RP11-796E2.4
RP11-796G6.2	NA	NA	NA	RP11-796G6.2
RP11-798M19.6	NA	NA	NA	RP11-798M19.6
RP11-79O8.1	NA	NA	NA	RP11-79O8.1
RP11-79P5.9	NA	NA	NA	RP11-79P5.9
RP11-7F18.2	NA	NA	NA	RP11-7F18.2
RP11-7I15.4	NA	NA	NA	RP11-7I15.4
RP11-7O11.3	NA	NA	NA	RP11-7O11.3
RP11-801F7.1	NA	NA	NA	RP11-801F7.1
RP11-802E16.3	NA	NA	NA	RP11-802E16.3
RP11-802O23.3	NA	NA	NA	RP11-802O23.3
RP11-803B1.8	NA	NA	NA	RP11-803B1.8
RP11-803D5.4	NA	NA	NA	RP11-803D5.4
RP11-804H8.6	NA	NA	NA	RP11-804H8.6
RP11-805I24.1	NA	NA	NA	RP11-805I24.1
RP11-806H10.4	NA	NA	NA	RP11-806H10.4
RP11-809O17.1	NA	NA	NA	RP11-809O17.1
RP11-80H5.2	NA	NA	NA	RP11-80H5.2
RP11-814H16.2	NA	NA	NA	RP11-814H16.2
RP11-817O13.6	NA	NA	NA	RP11-817O13.6
RP11-817O13.8	NA	NA	NA	RP11-817O13.8
RP11-819C21.1	NA	NA	NA	RP11-819C21.1
RP11-81A22.5	NA	NA	NA	RP11-81A22.5
RP11-81H14.2	NA	NA	NA	RP11-81H14.2
RP11-81H3.2	NA	NA	NA	RP11-81H3.2
RP11-820I16.4	NA	NA	NA	RP11-820I16.4
RP11-82L2.1	NA	NA	NA	RP11-82L2.1
RP11-835E18.5	NA	NA	NA	RP11-835E18.5
RP11-838N2.4	NA	NA	NA	RP11-838N2.4
RP11-839D17.3	NA	NA	NA	RP11-839D17.3
RP11-83A24.2	NA	NA	NA	RP11-83A24.2
RP11-83N9.5	NA	NA	NA	RP11-83N9.5
RP11-841O20.2	NA	NA	NA	RP11-841O20.2
RP11-844P9.2	NA	NA	NA	RP11-844P9.2
RP11-848P1.5	NA	NA	NA	RP11-848P1.5
RP11-849F2.8	NA	NA	NA	RP11-849F2.8
RP11-849F2.9	NA	NA	NA	RP11-849F2.9
RP11-849H4.2	NA	NA	NA	RP11-849H4.2
RP11-84A19.4	NA	NA	NA	RP11-84A19.4
RP11-84C13.1	NA	NA	NA	RP11-84C13.1
RP11-84G21.1	NA	NA	NA	RP11-84G21.1
RP11-85A1.3	NA	NA	NA	RP11-85A1.3
RP11-85F14.5	NA	NA	NA	RP11-85F14.5
RP11-85G21.3	NA	NA	NA	RP11-85G21.3
RP11-861A13.4	NA	NA	NA	RP11-861A13.4
RP11-861E21.2	NA	NA	NA	RP11-861E21.2
RP11-867G2.5	NA	NA	NA	RP11-867G2.5
RP11-867G2.6	NA	NA	NA	RP11-867G2.6
RP11-867G23.8	NA	NA	NA	RP11-867G23.8
RP11-869B15.1	NA	NA	NA	RP11-869B15.1
RP11-872J21.3	NA	NA	NA	RP11-872J21.3
RP11-873E20.1	NA	NA	NA	RP11-873E20.1
RP11-874J12.4	NA	NA	NA	RP11-874J12.4
RP11-87C12.2	NA	NA	NA	RP11-87C12.2
RP11-883A18.3	NA	NA	NA	RP11-883A18.3
RP11-884K10.7	NA	NA	NA	RP11-884K10.7
RP11-887P2.5	NA	NA	NA	RP11-887P2.5
RP11-890B15.3	NA	NA	NA	RP11-890B15.3
RP11-894P9.1	NA	NA	NA	RP11-894P9.1
RP11-89K11.1	NA	NA	NA	RP11-89K11.1
RP11-909N17.3	NA	NA	NA	RP11-909N17.3
RP11-90D4.3	NA	NA	NA	RP11-90D4.3
RP11-90P5.2	NA	NA	NA	RP11-90P5.2
RP11-91G21.1	NA	NA	NA	RP11-91G21.1
RP11-91J19.4	NA	NA	NA	RP11-91J19.4
RP11-92G12.3	NA	NA	NA	RP11-92G12.3
RP11-930P14.2	NA	NA	NA	RP11-930P14.2
RP11-932O9.10	NA	NA	NA	RP11-932O9.10
RP11-936I5.1	NA	NA	NA	RP11-936I5.1
RP11-946L20.2	NA	NA	NA	RP11-946L20.2
RP11-950C14.3	NA	NA	NA	RP11-950C14.3
RP11-950C14.7	NA	NA	NA	RP11-950C14.7
RP11-95D17.1	NA	NA	NA	RP11-95D17.1
RP11-95P2.1	NA	NA	NA	RP11-95P2.1
RP11-95P2.3	NA	NA	NA	RP11-95P2.3
RP11-966I7.1	NA	NA	NA	RP11-966I7.1
RP11-967K21.1	NA	NA	NA	RP11-967K21.1
RP11-96H19.1	NA	NA	NA	RP11-96H19.1
RP11-96K19.2	NA	NA	NA	RP11-96K19.2
RP11-96K19.5	NA	NA	NA	RP11-96K19.5
RP11-96L14.7	NA	NA	NA	RP11-96L14.7
RP11-977G19.11	NA	NA	NA	RP11-977G19.11
RP11-97C16.1	NA	NA	NA	RP11-97C16.1
RP11-983P16.4	NA	NA	NA	RP11-983P16.4
RP11-98D18.9	NA	NA	NA	RP11-98D18.9
RP11-98F14.11	NA	NA	NA	RP11-98F14.11
RP11-98I9.4	NA	NA	NA	RP11-98I9.4
RP11-98O2.1	NA	NA	NA	RP11-98O2.1
RP11-993B23.3	NA	NA	NA	RP11-993B23.3
RP11-998D10.4	NA	NA	NA	RP11-998D10.4
RP13-1032I1.7	NA	NA	NA	RP13-1032I1.7
RP13-131K19.6	NA	NA	NA	RP13-131K19.6
RP13-131K19.7	NA	NA	NA	RP13-131K19.7
RP13-16H11.2	NA	NA	NA	RP13-16H11.2
RP13-16H11.5	NA	NA	NA	RP13-16H11.5
RP13-192B19.2	NA	NA	NA	RP13-192B19.2
RP13-20L14.6	NA	NA	NA	RP13-20L14.6
RP13-216E22.4	NA	NA	NA	RP13-216E22.4
RP13-270P17.1	NA	NA	NA	RP13-270P17.1
RP13-270P17.3	NA	NA	NA	RP13-270P17.3
RP13-516M14.1	NA	NA	NA	RP13-516M14.1
RP13-516M14.2	NA	NA	NA	RP13-516M14.2
RP13-516M14.4	NA	NA	NA	RP13-516M14.4
RP13-57D9.3	NA	NA	NA	RP13-57D9.3
RP13-582O9.5	NA	NA	NA	RP13-582O9.5
RP13-582O9.7	NA	NA	NA	RP13-582O9.7
RP13-638C3.4	NA	NA	NA	RP13-638C3.4
RP13-650J16.1	NA	NA	NA	RP13-650J16.1
RP13-753N3.1	NA	NA	NA	RP13-753N3.1
RP2	RP2	ENSG00000102218	X	RP2
RP3-322G13.5	NA	NA	NA	RP3-322G13.5
RP3-323P24.3	NA	NA	NA	RP3-323P24.3
RP3-325F22.5	NA	NA	NA	RP3-325F22.5
RP3-329A5.8	NA	NA	NA	RP3-329A5.8
RP3-329E20.2	NA	NA	NA	RP3-329E20.2
RP3-337H4.9	NA	NA	NA	RP3-337H4.9
RP3-395M20.12	NA	NA	NA	RP3-395M20.12
RP3-399L15.3	NA	NA	NA	RP3-399L15.3
RP3-402G11.26	NA	NA	NA	RP3-402G11.26
RP3-402G11.28	NA	NA	NA	RP3-402G11.28
RP3-412A9.16	NA	NA	NA	RP3-412A9.16
RP3-428L16.2	NA	NA	NA	RP3-428L16.2
RP3-455J7.4	NA	NA	NA	RP3-455J7.4
RP3-460G2.2	NA	NA	NA	RP3-460G2.2
RP3-462E2.5	NA	NA	NA	RP3-462E2.5
RP3-465N24.6	NA	NA	NA	RP3-465N24.6
RP3-466P17.1	NA	NA	NA	RP3-466P17.1
RP3-467L1.4	NA	NA	NA	RP3-467L1.4
RP3-467N11.1	NA	NA	NA	RP3-467N11.1
RP3-475N16.1	NA	NA	NA	RP3-475N16.1
RP3-477O4.16	NA	NA	NA	RP3-477O4.16
RP3-486I3.7	NA	NA	NA	RP3-486I3.7
RP3-496C20.1	NA	NA	NA	RP3-496C20.1
RP3-508I15.21	NA	NA	NA	RP3-508I15.21
RP3-508I15.22	NA	NA	NA	RP3-508I15.22
RP3-508I15.9	NA	NA	NA	RP3-508I15.9
RP3-525N10.2	NA	NA	NA	RP3-525N10.2
RP4-533D7.5	NA	NA	NA	RP4-533D7.5
RP4-548D19.3	NA	NA	NA	RP4-548D19.3
RP4-549L20.3	NA	NA	NA	RP4-549L20.3
RP4-564F22.5	NA	NA	NA	RP4-564F22.5
RP4-569M23.2	NA	NA	NA	RP4-569M23.2
RP4-583P15.10	NA	NA	NA	RP4-583P15.10
RP4-593H12.1	NA	NA	NA	RP4-593H12.1
RP4-597N16.4	NA	NA	NA	RP4-597N16.4
RP4-607J23.2	NA	NA	NA	RP4-607J23.2
RP4-610C12.3	NA	NA	NA	RP4-610C12.3
RP4-612B15.3	NA	NA	NA	RP4-612B15.3
RP4-613A2.1	NA	NA	NA	RP4-613A2.1
RP4-613B23.1	NA	NA	NA	RP4-613B23.1
RP4-616B8.4	NA	NA	NA	RP4-616B8.4
RP4-622L5.7	NA	NA	NA	RP4-622L5.7
RP4-635E18.6	NA	NA	NA	RP4-635E18.6
RP4-635E18.8	NA	NA	NA	RP4-635E18.8
RP4-646N3.1	NA	NA	NA	RP4-646N3.1
RP4-647C14.3	NA	NA	NA	RP4-647C14.3
RP4-657D16.3	NA	NA	NA	RP4-657D16.3
RP4-665J23.1	NA	NA	NA	RP4-665J23.1
RP4-665J23.4	NA	NA	NA	RP4-665J23.4
RP4-673M15.1	NA	NA	NA	RP4-673M15.1
RP4-694A7.4	NA	NA	NA	RP4-694A7.4
RP4-704D23.1	NA	NA	NA	RP4-704D23.1
RP4-723E3.1	NA	NA	NA	RP4-723E3.1
RP4-728D4.2	NA	NA	NA	RP4-728D4.2
RP4-736L20.3	NA	NA	NA	RP4-736L20.3
RP4-753F5.1	NA	NA	NA	RP4-753F5.1
RP4-756G23.5	NA	NA	NA	RP4-756G23.5
RP4-758J18.13	NA	NA	NA	RP4-758J18.13
RP4-758J18.2	NA	NA	NA	RP4-758J18.2
RP4-773N10.4	NA	NA	NA	RP4-773N10.4
RP4-789D17.5	NA	NA	NA	RP4-789D17.5
RP4-792G4.2	NA	NA	NA	RP4-792G4.2
RP4-794H19.1	NA	NA	NA	RP4-794H19.1
RP4-798A10.2	NA	NA	NA	RP4-798A10.2
RP4-798A10.7	NA	NA	NA	RP4-798A10.7
RP4-800J21.3	NA	NA	NA	RP4-800J21.3
RP4-803J11.2	NA	NA	NA	RP4-803J11.2
RP4-813F11.4	NA	NA	NA	RP4-813F11.4
RP4-816N1.6	NA	NA	NA	RP4-816N1.6
RP5-1007M22.2	NA	NA	NA	RP5-1007M22.2
RP5-1021I20.1	NA	NA	NA	RP5-1021I20.1
RP5-1024G6.5	NA	NA	NA	RP5-1024G6.5
RP5-1024G6.7	NA	NA	NA	RP5-1024G6.7
RP5-1024G6.8	NA	NA	NA	RP5-1024G6.8
RP5-1028K7.2	NA	NA	NA	RP5-1028K7.2
RP5-1042K10.10	NA	NA	NA	RP5-1042K10.10
RP5-1050D4.3	NA	NA	NA	RP5-1050D4.3
RP5-1050D4.5	NA	NA	NA	RP5-1050D4.5
RP5-1057J7.6	NA	NA	NA	RP5-1057J7.6
RP5-1061H20.4	NA	NA	NA	RP5-1061H20.4
RP5-1065J22.8	NA	NA	NA	RP5-1065J22.8
RP5-1068B5.3	NA	NA	NA	RP5-1068B5.3
RP5-1068E13.7	NA	NA	NA	RP5-1068E13.7
RP5-1073O3.7	NA	NA	NA	RP5-1073O3.7
RP5-1074L1.1	NA	NA	NA	RP5-1074L1.1
RP5-1074L1.4	NA	NA	NA	RP5-1074L1.4
RP5-1085F17.3	NA	NA	NA	RP5-1085F17.3
RP5-1092A3.4	NA	NA	NA	RP5-1092A3.4
RP5-1103G7.4	NA	NA	NA	RP5-1103G7.4
RP5-1112D6.4	NA	NA	NA	RP5-1112D6.4
RP5-1112D6.7	NA	NA	NA	RP5-1112D6.7
RP5-1112D6.8	NA	NA	NA	RP5-1112D6.8
RP5-1125A11.1	NA	NA	NA	RP5-1125A11.1
RP5-1136G13.2	NA	NA	NA	RP5-1136G13.2
RP5-1139I1.1	NA	NA	NA	RP5-1139I1.1
RP5-1142A6.8	NA	NA	NA	RP5-1142A6.8
RP5-1148A21.3	NA	NA	NA	RP5-1148A21.3
RP5-1157M23.2	NA	NA	NA	RP5-1157M23.2
RP5-1159O4.1	NA	NA	NA	RP5-1159O4.1
RP5-1180C10.2	NA	NA	NA	RP5-1180C10.2
RP5-1180E21.5	NA	NA	NA	RP5-1180E21.5
RP5-1185I7.1	NA	NA	NA	RP5-1185I7.1
RP5-1198O20.4	NA	NA	NA	RP5-1198O20.4
RP5-821D11.7	NA	NA	NA	RP5-821D11.7
RP5-827C21.4	NA	NA	NA	RP5-827C21.4
RP5-833A20.1	NA	NA	NA	RP5-833A20.1
RP5-855D21.2	NA	NA	NA	RP5-855D21.2
RP5-864K19.4	NA	NA	NA	RP5-864K19.4
RP5-882C2.2	NA	NA	NA	RP5-882C2.2
RP5-884G6.2	NA	NA	NA	RP5-884G6.2
RP5-884M6.1	NA	NA	NA	RP5-884M6.1
RP5-886K2.3	NA	NA	NA	RP5-886K2.3
RP5-902P8.12	NA	NA	NA	RP5-902P8.12
RP5-914P20.5	NA	NA	NA	RP5-914P20.5
RP5-921G16.1	NA	NA	NA	RP5-921G16.1
RP5-933K21.3	NA	NA	NA	RP5-933K21.3
RP5-935K16.1	NA	NA	NA	RP5-935K16.1
RP5-940J5.9	NA	NA	NA	RP5-940J5.9
RP5-943J3.2	NA	NA	NA	RP5-943J3.2
RP5-968P14.2	NA	NA	NA	RP5-968P14.2
RP5-991G20.4	NA	NA	NA	RP5-991G20.4
RP5-994D16.3	NA	NA	NA	RP5-994D16.3
RP6-159A1.3	NA	NA	NA	RP6-159A1.3
RP6-65G23.3	NA	NA	NA	RP6-65G23.3
RP6-99M1.2	NA	NA	NA	RP6-99M1.2
RP9	RP9	ENSG00000164610	7	RP9
RPA1	RPA1	ENSG00000132383	17	RPA1
RPA2	RPA2	ENSG00000117748	1	RPA2
RPA3	RPA3	ENSG00000106399	7	RPA3
RPA3-AS1	NA	NA	NA	RPA3-AS1
RPAIN	RPAIN	ENSG00000129197	17	RPAIN
RPAP1	RPAP1	ENSG00000103932	15	RPAP1
RPAP2	RPAP2	ENSG00000122484	1	RPAP2
RPAP3	RPAP3	ENSG00000005175	12	RPAP3
RPE	RPE	ENSG00000197713	2	RPE
RPF1	RPF1	ENSG00000117133	1	RPF1
RPF2	RPF2	ENSG00000197498	6	RPF2
RPGR	RPGR	ENSG00000156313	X	RPGR
RPGRIP1L	RPGRIP1L	ENSG00000103494	16	RPGRIP1L
RPH3AL	RPH3AL	ENSG00000282013	CHR_HSCHR17_2_CTG1	RPH3AL
RPIA	RPIA	ENSG00000153574	2	RPIA
RPL10	RPL10	ENSG00000147403	X	RPL10
RPL10A	RPL10A	ENSG00000198755	6	RPL10A
RPL10L	RPL10L	ENSG00000165496	14	RPL10L
RPL11	RPL11	ENSG00000142676	1	RPL11
RPL12	RPL12	ENSG00000197958	9	RPL12
RPL13	RPL13	ENSG00000167526	16	RPL13
RPL13A	RPL13A	ENSG00000142541	19	RPL13A
RPL14	RPL14	ENSG00000188846	3	RPL14
RPL15	RPL15	ENSG00000174748	3	RPL15
RPL17	RPL17	ENSG00000265681	18	RPL17
RPL18	RPL18	ENSG00000063177	19	RPL18
RPL18A	RPL18A	ENSG00000105640	19	RPL18A
RPL19	RPL19	ENSG00000108298	17	RPL19
RPL21	RPL21	ENSG00000122026	13	RPL21
RPL22	RPL22	ENSG00000116251	1	RPL22
RPL22L1	RPL22L1	ENSG00000163584	3	RPL22L1
RPL23	RPL23	ENSG00000125691	17	RPL23
RPL23A	RPL23A	ENSG00000198242	17	RPL23A
RPL24	RPL24	ENSG00000114391	3	RPL24
RPL26	RPL26	ENSG00000161970	17	RPL26
RPL26L1	RPL26L1	ENSG00000037241	5	RPL26L1
RPL27	RPL27	ENSG00000131469	17	RPL27
RPL27A	RPL27A	ENSG00000166441	11	RPL27A
RPL28	RPL28	ENSG00000108107	19	RPL28
RPL29	RPL29	ENSG00000162244	3	RPL29
RPL3	RPL3	ENSG00000100316	22	RPL3
RPL30	RPL30	ENSG00000156482	8	RPL30
RPL31	RPL31	ENSG00000071082	2	RPL31
RPL32	RPL32	ENSG00000144713	3	RPL32
RPL34	RPL34	ENSG00000109475	4	RPL34
RPL34-AS1	RPL34-AS1	ENSG00000234492	4	RPL34-AS1
RPL35	RPL35	ENSG00000136942	9	RPL35
RPL35A	RPL35A	ENSG00000182899	3	RPL35A
RPL36	RPL36	ENSG00000130255	19	RPL36
RPL36A	RPL36A	ENSG00000241343	X	RPL36A
RPL36AL	RPL36AL	ENSG00000165502	14	RPL36AL
RPL37	RPL37	ENSG00000145592	5	RPL37
RPL37A	RPL37A	ENSG00000197756	2	RPL37A
RPL38	RPL38	ENSG00000172809	17	RPL38
RPL39	RPL39	ENSG00000198918	X	RPL39
RPL39L	RPL39L	ENSG00000163923	3	RPL39L
RPL4	RPL4	ENSG00000174444	15	RPL4
RPL41	RPL41	ENSG00000229117	12	RPL41
RPL5	RPL5	ENSG00000122406	1	RPL5
RPL6	RPL6	ENSG00000089009	12	RPL6
RPL7	RPL7	ENSG00000147604	8	RPL7
RPL7A	RPL7A	ENSG00000280858	CHR_HG2030_PATCH	RPL7A
RPL7L1	RPL7L1	ENSG00000146223	6	RPL7L1
RPL8	RPL8	ENSG00000161016	8	RPL8
RPL9	RPL9	ENSG00000163682	4	RPL9
RPLP0	RPLP0	ENSG00000089157	12	RPLP0
RPLP1	RPLP1	ENSG00000137818	15	RPLP1
RPLP2	RPLP2	ENSG00000177600	11	RPLP2
RPN1	RPN1	ENSG00000163902	3	RPN1
RPN2	RPN2	ENSG00000118705	20	RPN2
RPP14	RPP14	ENSG00000163684	3	RPP14
RPP21	RPP21	ENSG00000243009	CHR_HSCHR6_MHC_SSTO_CTG1	RPP21
RPP25	RPP25	ENSG00000178718	15	RPP25
RPP25L	RPP25L	ENSG00000164967	9	RPP25L
RPP30	RPP30	ENSG00000148688	10	RPP30
RPP38	RPP38	ENSG00000152464	10	RPP38
RPP40	RPP40	ENSG00000124787	6	RPP40
RPPH1	RPPH1	ENSG00000277209	14	RPPH1
RPRD1A	RPRD1A	ENSG00000141425	18	RPRD1A
RPRD1B	RPRD1B	ENSG00000101413	20	RPRD1B
RPRD2	RPRD2	ENSG00000163125	1	RPRD2
RPS10	RPS10	ENSG00000124614	6	RPS10
RPS10P7	RPS10P7	ENSG00000223396	1	RPS10P7
RPS11	RPS11	ENSG00000142534	19	RPS11
RPS12	RPS12	ENSG00000112306	6	RPS12
RPS13	RPS13	ENSG00000110700	11	RPS13
RPS14	RPS14	ENSG00000164587	5	RPS14
RPS15	RPS15	ENSG00000115268	19	RPS15
RPS15A	RPS15A	ENSG00000134419	16	RPS15A
RPS16	RPS16	ENSG00000105193	19	RPS16
RPS17	RPS17	ENSG00000278229	CHR_HSCHR15_5_CTG8	RPS17
RPS17L	NA	NA	NA	RPS17L
RPS18	RPS18	ENSG00000235650	CHR_HSCHR6_MHC_SSTO_CTG1	RPS18
RPS19	RPS19	ENSG00000105372	19	RPS19
RPS19BP1	RPS19BP1	ENSG00000187051	22	RPS19BP1
RPS2	RPS2	ENSG00000140988	16	RPS2
RPS20	RPS20	ENSG00000008988	8	RPS20
RPS21	RPS21	ENSG00000171858	20	RPS21
RPS23	RPS23	ENSG00000186468	5	RPS23
RPS24	RPS24	ENSG00000138326	10	RPS24
RPS25	RPS25	ENSG00000280831	CHR_HG2217_PATCH	RPS25
RPS26	RPS26	ENSG00000197728	12	RPS26
RPS27	RPS27	ENSG00000177954	1	RPS27
RPS27A	RPS27A	ENSG00000143947	2	RPS27A
RPS27L	RPS27L	ENSG00000185088	15	RPS27L
RPS28	RPS28	ENSG00000233927	19	RPS28
RPS29	RPS29	ENSG00000213741	14	RPS29
RPS3	RPS3	ENSG00000149273	11	RPS3
RPS3A	RPS3A	ENSG00000145425	4	RPS3A
RPS4X	RPS4X	ENSG00000198034	X	RPS4X
RPS5	RPS5	ENSG00000083845	19	RPS5
RPS6	RPS6	ENSG00000137154	9	RPS6
RPS6KA1	RPS6KA1	ENSG00000281877	CHR_HG2058_PATCH	RPS6KA1
RPS6KA2	RPS6KA2	ENSG00000071242	6	RPS6KA2
RPS6KA3	RPS6KA3	ENSG00000177189	X	RPS6KA3
RPS6KA4	RPS6KA4	ENSG00000162302	11	RPS6KA4
RPS6KA5	RPS6KA5	ENSG00000100784	14	RPS6KA5
RPS6KB1	RPS6KB1	ENSG00000108443	17	RPS6KB1
RPS6KB2	RPS6KB2	ENSG00000175634	11	RPS6KB2
RPS6KC1	RPS6KC1	ENSG00000136643	1	RPS6KC1
RPS6KL1	RPS6KL1	ENSG00000198208	14	RPS6KL1
RPS7	RPS7	ENSG00000171863	2	RPS7
RPS8	RPS8	ENSG00000142937	1	RPS8
RPS9	RPS9	ENSG00000278270	CHR_HSCHR19LRC_PGF1_CTG3_1	RPS9
RPSA	RPSA	ENSG00000168028	3	RPSA
RPSAP58	RPSAP58	ENSG00000225178	19	RPSAP58
RPTOR	RPTOR	ENSG00000141564	17	RPTOR
RPUSD1	RPUSD1	ENSG00000007376	16	RPUSD1
RPUSD2	RPUSD2	ENSG00000166133	15	RPUSD2
RPUSD3	RPUSD3	ENSG00000156990	3	RPUSD3
RPUSD4	RPUSD4	ENSG00000165526	11	RPUSD4
RQCD1	NA	NA	NA	RQCD1
