mgi_symbol	ensembl_gene_id	chromosome_name	origsymbol
Rit2	Rit2	ENSMUSG00000057455	18	Rit2
Rlbp1	Rlbp1	ENSMUSG00000039194	7	Rlbp1
Rlf	Rlf	ENSMUSG00000049878	4	Rlf
Rlim	Rlim	ENSMUSG00000056537	X	Rlim
Rln1	Rln1	ENSMUSG00000039097	19	Rln1
Rln3	Rln3	ENSMUSG00000045232	8	Rln3
Rltpr	NA	NA	NA	Rltpr
Rmi1	Rmi1	ENSMUSG00000035367	13	Rmi1
Rmnd1	Rmnd1	ENSMUSG00000019763	10	Rmnd1
Rmnd5a	Rmnd5a	ENSMUSG00000002222	6	Rmnd5a
Rmnd5b	Rmnd5b	ENSMUSG00000001054	11	Rmnd5b
Rmst	Rmst	ENSMUSG00000112117	10	Rmst
Rnase1	Rnase1	ENSMUSG00000035896	14	Rnase1
Rnase10	Rnase10	ENSMUSG00000021872	14	Rnase10
Rnase11	Rnase11	ENSMUSG00000059648	14	Rnase11
Rnase12	Rnase12	ENSMUSG00000068407	14	Rnase12
Rnase13	Rnase13	ENSMUSG00000068392	14	Rnase13
Rnase4	Rnase4	ENSMUSG00000021876	14	Rnase4
Rnase6	Rnase6	ENSMUSG00000021880	14	Rnase6
Rnase9	Rnase9	ENSMUSG00000052382	14	Rnase9
Rnaseh1	Rnaseh1	ENSMUSG00000020630	12	Rnaseh1
Rnaseh2a	Rnaseh2a	ENSMUSG00000052926	8	Rnaseh2a
Rnaseh2b	Rnaseh2b	ENSMUSG00000021932	14	Rnaseh2b
Rnaseh2c	Rnaseh2c	ENSMUSG00000024925	19	Rnaseh2c
Rnasek	Rnasek	ENSMUSG00000093989	11	Rnasek
Rnasel	Rnasel	ENSMUSG00000066800	1	Rnasel
Rnaset2a	Rnaset2a	ENSMUSG00000095687	17	Rnaset2a
Rnaset2b	Rnaset2b	ENSMUSG00000094724	17	Rnaset2b
Rnd1	Rnd1	ENSMUSG00000054855	15	Rnd1
Rnd2	Rnd2	ENSMUSG00000001313	11	Rnd2
Rnd3	Rnd3	ENSMUSG00000017144	2	Rnd3
Rnf10	Rnf10	ENSMUSG00000041740	5	Rnf10
Rnf103	Rnf103	ENSMUSG00000052656	6	Rnf103
Rnf11	Rnf11	ENSMUSG00000028557	4	Rnf11
Rnf111	Rnf111	ENSMUSG00000032217	9	Rnf111
Rnf112	Rnf112	ENSMUSG00000010086	11	Rnf112
Rnf113a1	Rnf113a1	ENSMUSG00000036537	X	Rnf113a1
Rnf113a2	Rnf113a2	ENSMUSG00000098134	12	Rnf113a2
Rnf114	Rnf114	ENSMUSG00000006418	2	Rnf114
Rnf115	Rnf115	ENSMUSG00000028098	3	Rnf115
Rnf121	Rnf121	ENSMUSG00000070426	7	Rnf121
Rnf122	Rnf122	ENSMUSG00000039328	8	Rnf122
Rnf123	Rnf123	ENSMUSG00000041528	9	Rnf123
Rnf125	Rnf125	ENSMUSG00000033107	18	Rnf125
Rnf126	Rnf126	ENSMUSG00000035890	10	Rnf126
Rnf128	Rnf128	ENSMUSG00000031438	X	Rnf128
Rnf13	Rnf13	ENSMUSG00000036503	3	Rnf13
Rnf130	Rnf130	ENSMUSG00000020376	11	Rnf130
Rnf133	Rnf133	ENSMUSG00000051956	6	Rnf133
Rnf135	Rnf135	ENSMUSG00000020707	11	Rnf135
Rnf138	Rnf138	ENSMUSG00000024317	18	Rnf138
Rnf139	Rnf139	ENSMUSG00000037075	15	Rnf139
Rnf14	Rnf14	ENSMUSG00000060450	18	Rnf14
Rnf141	Rnf141	ENSMUSG00000030788	7	Rnf141
Rnf144a	Rnf144a	ENSMUSG00000020642	12	Rnf144a
Rnf144b	Rnf144b	ENSMUSG00000038068	13	Rnf144b
Rnf145	Rnf145	ENSMUSG00000019189	11	Rnf145
Rnf146	Rnf146	ENSMUSG00000038876	10	Rnf146
Rnf148	Rnf148	ENSMUSG00000078179	6	Rnf148
Rnf149	Rnf149	ENSMUSG00000048234	1	Rnf149
Rnf150	Rnf150	ENSMUSG00000047747	8	Rnf150
Rnf151	Rnf151	ENSMUSG00000008482	17	Rnf151
Rnf152	Rnf152	ENSMUSG00000047496	1	Rnf152
Rnf157	Rnf157	ENSMUSG00000052949	11	Rnf157
Rnf165	Rnf165	ENSMUSG00000025427	18	Rnf165
Rnf166	Rnf166	ENSMUSG00000014470	8	Rnf166
Rnf167	Rnf167	ENSMUSG00000040746	11	Rnf167
Rnf168	Rnf168	ENSMUSG00000014074	16	Rnf168
Rnf169	Rnf169	ENSMUSG00000058761	7	Rnf169
Rnf17	Rnf17	ENSMUSG00000000365	14	Rnf17
Rnf170	Rnf170	ENSMUSG00000013878	8	Rnf170
Rnf180	Rnf180	ENSMUSG00000021720	13	Rnf180
Rnf181	Rnf181	ENSMUSG00000102720	CHR_MG184_PATCH	Rnf181
Rnf182	Rnf182	ENSMUSG00000044164	13	Rnf182
Rnf183	Rnf183	ENSMUSG00000063851	4	Rnf183
Rnf185	Rnf185	ENSMUSG00000020448	11	Rnf185
Rnf186	Rnf186	ENSMUSG00000070661	4	Rnf186
Rnf187	Rnf187	ENSMUSG00000020496	11	Rnf187
Rnf19a	Rnf19a	ENSMUSG00000022280	15	Rnf19a
Rnf19b	Rnf19b	ENSMUSG00000028793	4	Rnf19b
Rnf2	Rnf2	ENSMUSG00000026484	1	Rnf2
Rnf20	Rnf20	ENSMUSG00000028309	4	Rnf20
Rnf207	Rnf207	ENSMUSG00000058498	4	Rnf207
Rnf208	Rnf208	ENSMUSG00000044628	2	Rnf208
Rnf212	Rnf212	ENSMUSG00000055385	5	Rnf212
Rnf213	Rnf213	ENSMUSG00000070327	11	Rnf213
Rnf214	Rnf214	ENSMUSG00000042790	9	Rnf214
Rnf215	Rnf215	ENSMUSG00000003581	11	Rnf215
Rnf216	Rnf216	ENSMUSG00000045078	5	Rnf216
Rnf217	Rnf217	ENSMUSG00000063760	10	Rnf217
Rnf219	Rnf219	ENSMUSG00000022120	14	Rnf219
Rnf220	Rnf220	ENSMUSG00000028677	4	Rnf220
Rnf222	Rnf222	ENSMUSG00000046490	11	Rnf222
Rnf24	Rnf24	ENSMUSG00000048911	2	Rnf24
Rnf25	Rnf25	ENSMUSG00000026171	1	Rnf25
Rnf26	Rnf26	ENSMUSG00000053128	9	Rnf26
Rnf31	Rnf31	ENSMUSG00000047098	14	Rnf31
Rnf32	Rnf32	ENSMUSG00000029130	5	Rnf32
Rnf34	Rnf34	ENSMUSG00000029474	5	Rnf34
Rnf38	Rnf38	ENSMUSG00000035696	4	Rnf38
Rnf39	Rnf39	ENSMUSG00000036492	17	Rnf39
Rnf4	Rnf4	ENSMUSG00000029110	5	Rnf4
Rnf40	Rnf40	ENSMUSG00000030816	7	Rnf40
Rnf41	Rnf41	ENSMUSG00000025373	10	Rnf41
Rnf43	Rnf43	ENSMUSG00000034177	11	Rnf43
Rnf44	Rnf44	ENSMUSG00000034928	13	Rnf44
Rnf5	Rnf5	ENSMUSG00000015478	17	Rnf5
Rnf6	Rnf6	ENSMUSG00000029634	5	Rnf6
Rnf7	Rnf7	ENSMUSG00000051234	9	Rnf7
Rnf8	Rnf8	ENSMUSG00000090083	17	Rnf8
Rnft1	Rnft1	ENSMUSG00000020521	11	Rnft1
Rnft2	Rnft2	ENSMUSG00000032850	5	Rnft2
Rngtt	Rngtt	ENSMUSG00000028274	4	Rngtt
Rnh1	Rnh1	ENSMUSG00000038650	7	Rnh1
Rnls	Rnls	ENSMUSG00000071573	19	Rnls
Rnmt	Rnmt	ENSMUSG00000009535	18	Rnmt
Rnmtl1	NA	NA	NA	Rnmtl1
Rnpc3	Rnpc3	ENSMUSG00000027981	3	Rnpc3
Rnpep	Rnpep	ENSMUSG00000041926	1	Rnpep
Rnpepl1	Rnpepl1	ENSMUSG00000026269	1	Rnpepl1
Rnps1	Rnps1	ENSMUSG00000034681	17	Rnps1
Robo1	Robo1	ENSMUSG00000022883	16	Robo1
Robo2	Robo2	ENSMUSG00000052516	16	Robo2
Robo3	Robo3	ENSMUSG00000032128	9	Robo3
Robo4	Robo4	ENSMUSG00000032125	9	Robo4
Rock1	Rock1	ENSMUSG00000024290	18	Rock1
Rock2	Rock2	ENSMUSG00000020580	12	Rock2
Rod1	NA	NA	NA	Rod1
Rogdi	Rogdi	ENSMUSG00000022540	16	Rogdi
Rom1	Rom1	ENSMUSG00000071648	19	Rom1
Romo1	Romo1	ENSMUSG00000067847	2	Romo1
Ropn1	Ropn1	ENSMUSG00000022832	16	Ropn1
Ropn1l	Ropn1l	ENSMUSG00000022236	15	Ropn1l
Ror1	Ror1	ENSMUSG00000035305	4	Ror1
Ror2	Ror2	ENSMUSG00000021464	13	Ror2
Rora	Rora	ENSMUSG00000032238	9	Rora
Rorb	Rorb	ENSMUSG00000036192	19	Rorb
Rorc	Rorc	ENSMUSG00000028150	3	Rorc
Ros1	Ros1	ENSMUSG00000019893	10	Ros1
Rp1	Rp1	ENSMUSG00000025900	1	Rp1
Rp1l1	Rp1l1	ENSMUSG00000046049	14	Rp1l1
Rp2h	NA	NA	NA	Rp2h
Rp9	Rp9	ENSMUSG00000032239	9	Rp9
Rpa1	Rpa1	ENSMUSG00000000751	11	Rpa1
Rpa2	Rpa2	ENSMUSG00000028884	4	Rpa2
Rpa3	Rpa3	ENSMUSG00000012483	6	Rpa3
Rpain	Rpain	ENSMUSG00000018449	11	Rpain
Rpap1	Rpap1	ENSMUSG00000034032	2	Rpap1
Rpap2	Rpap2	ENSMUSG00000033773	5	Rpap2
Rpap3	Rpap3	ENSMUSG00000022466	15	Rpap3
Rpe	Rpe	ENSMUSG00000026005	1	Rpe
Rpe65	Rpe65	ENSMUSG00000028174	3	Rpe65
Rpf1	Rpf1	ENSMUSG00000028187	3	Rpf1
Rpf2	Rpf2	ENSMUSG00000038510	10	Rpf2
Rpgr	Rpgr	ENSMUSG00000031174	X	Rpgr
Rpgrip1	Rpgrip1	ENSMUSG00000057132	14	Rpgrip1
Rpgrip1l	Rpgrip1l	ENSMUSG00000033282	8	Rpgrip1l
Rph3a	Rph3a	ENSMUSG00000029608	5	Rph3a
Rph3al	Rph3al	ENSMUSG00000020847	11	Rph3al
Rpia	Rpia	ENSMUSG00000053604	6	Rpia
Rpl10	Rpl10	ENSMUSG00000008682	X	Rpl10
Rpl10-ps1	Rpl10-ps1	ENSMUSG00000080859	2	Rpl10-ps1
Rpl10-ps2	Rpl10-ps2	ENSMUSG00000074108	8	Rpl10-ps2
Rpl10-ps3	Rpl10-ps3	ENSMUSG00000058443	9	Rpl10-ps3
Rpl10-ps4	Rpl10-ps4	ENSMUSG00000083113	X	Rpl10-ps4
Rpl10a	Rpl10a	ENSMUSG00000037805	17	Rpl10a
Rpl10a-ps1	Rpl10a-ps1	ENSMUSG00000084416	1	Rpl10a-ps1
Rpl10a-ps2	Rpl10a-ps2	ENSMUSG00000061988	13	Rpl10a-ps2
Rpl10l	Rpl10l	ENSMUSG00000060499	12	Rpl10l
Rpl11	Rpl11	ENSMUSG00000059291	4	Rpl11
Rpl12	Rpl12	ENSMUSG00000038900	2	Rpl12
Rpl12-ps1	Rpl12-ps1	ENSMUSG00000080054	1	Rpl12-ps1
Rpl12-ps2	Rpl12-ps2	ENSMUSG00000083792	11	Rpl12-ps2
Rpl13	Rpl13	ENSMUSG00000000740	8	Rpl13
Rpl13-ps1	Rpl13-ps1	ENSMUSG00000082806	11	Rpl13-ps1
Rpl13-ps3	Rpl13-ps3	ENSMUSG00000059835	14	Rpl13-ps3
Rpl13-ps5	Rpl13-ps5	ENSMUSG00000082964	X	Rpl13-ps5
Rpl13a	Rpl13a	ENSMUSG00000074129	7	Rpl13a
Rpl13a-ps1	Rpl13a-ps1	ENSMUSG00000062083	19	Rpl13a-ps1
Rpl14	Rpl14	ENSMUSG00000025794	9	Rpl14
Rpl14-ps1	Rpl14-ps1	ENSMUSG00000046721	7	Rpl14-ps1
Rpl15	Rpl15	ENSMUSG00000012405	14	Rpl15
Rpl15-ps1	Rpl15-ps1	ENSMUSG00000082874	11	Rpl15-ps1
Rpl15-ps2	Rpl15-ps2	ENSMUSG00000098915	9	Rpl15-ps2
Rpl15-ps3	Rpl15-ps3	ENSMUSG00000061167	9	Rpl15-ps3
Rpl17	Rpl17	ENSMUSG00000062328	18	Rpl17
Rpl17-ps1	Rpl17-ps1	ENSMUSG00000103806	CHR_MMCHR1_CHORI29_IDD5_1	Rpl17-ps1
Rpl17-ps3	Rpl17-ps3	ENSMUSG00000113948	12	Rpl17-ps3
Rpl17-ps4	Rpl17-ps4	ENSMUSG00000084345	4	Rpl17-ps4
Rpl17-ps5	Rpl17-ps5	ENSMUSG00000081855	5	Rpl17-ps5
Rpl18	Rpl18	ENSMUSG00000059070	7	Rpl18
Rpl18-ps1	Rpl18-ps1	ENSMUSG00000104421	CHR_MMCHR1_CHORI29_IDD5_1	Rpl18-ps1
Rpl18-ps2	Rpl18-ps2	ENSMUSG00000053173	6	Rpl18-ps2
Rpl18a	Rpl18a	ENSMUSG00000045128	8	Rpl18a
Rpl18a-ps1	Rpl18a-ps1	ENSMUSG00000059033	12	Rpl18a-ps1
Rpl19	Rpl19	ENSMUSG00000017404	11	Rpl19
Rpl19-ps1	Rpl19-ps1	ENSMUSG00000064281	1	Rpl19-ps1
Rpl19-ps11	Rpl19-ps11	ENSMUSG00000081094	8	Rpl19-ps11
Rpl19-ps12	Rpl19-ps12	ENSMUSG00000082109	X	Rpl19-ps12
Rpl19-ps7	NA	NA	NA	Rpl19-ps7
Rpl21	Rpl21	ENSMUSG00000041453	5	Rpl21
Rpl21-ps1	Rpl21-ps1	ENSMUSG00000102606	1	Rpl21-ps1
Rpl21-ps10	Rpl21-ps10	ENSMUSG00000105359	3	Rpl21-ps10
Rpl21-ps11	Rpl21-ps11	ENSMUSG00000105144	3	Rpl21-ps11
Rpl21-ps12	Rpl21-ps12	ENSMUSG00000058700	6	Rpl21-ps12
Rpl21-ps13	Rpl21-ps13	ENSMUSG00000056777	7	Rpl21-ps13
Rpl21-ps14	Rpl21-ps14	ENSMUSG00000062152	8	Rpl21-ps14
Rpl21-ps15	Rpl21-ps15	ENSMUSG00000083596	X	Rpl21-ps15
Rpl21-ps3	Rpl21-ps3	ENSMUSG00000060566	12	Rpl21-ps3
Rpl21-ps4	Rpl21-ps4	ENSMUSG00000072714	14	Rpl21-ps4
Rpl21-ps5	Rpl21-ps5	ENSMUSG00000071475	16	Rpl21-ps5
Rpl21-ps6	Rpl21-ps6	ENSMUSG00000059912	17	Rpl21-ps6
Rpl21-ps7	Rpl21-ps7	ENSMUSG00000094256	17	Rpl21-ps7
Rpl21-ps8	Rpl21-ps8	ENSMUSG00000061684	18	Rpl21-ps8
Rpl21-ps9	Rpl21-ps9	ENSMUSG00000084017	2	Rpl21-ps9
Rpl22	Rpl22	ENSMUSG00000028936	4	Rpl22
Rpl22-ps1	Rpl22-ps1	ENSMUSG00000080877	X	Rpl22-ps1
Rpl22l1	Rpl22l1	ENSMUSG00000039221	3	Rpl22l1
Rpl23	Rpl23	ENSMUSG00000071415	11	Rpl23
Rpl23a	Rpl23a	ENSMUSG00000058546	11	Rpl23a
Rpl23a-ps1	Rpl23a-ps1	ENSMUSG00000070896	1	Rpl23a-ps1
Rpl23a-ps12	Rpl23a-ps12	ENSMUSG00000094079	7	Rpl23a-ps12
Rpl23a-ps13	Rpl23a-ps13	ENSMUSG00000082146	X	Rpl23a-ps13
Rpl23a-ps2	Rpl23a-ps2	ENSMUSG00000081968	11	Rpl23a-ps2
Rpl23a-ps3	Rpl23a-ps3	ENSMUSG00000078126	14	Rpl23a-ps3
Rpl23a-ps4	Rpl23a-ps4	ENSMUSG00000081445	2	Rpl23a-ps4
Rpl23a-ps6	Rpl23a-ps6	ENSMUSG00000082732	4	Rpl23a-ps6
Rpl24	Rpl24	ENSMUSG00000098274	16	Rpl24
Rpl26	Rpl26	ENSMUSG00000060938	11	Rpl26
Rpl26-ps2	Rpl26-ps2	ENSMUSG00000066489	12	Rpl26-ps2
Rpl26-ps4	Rpl26-ps4	ENSMUSG00000059150	16	Rpl26-ps4
Rpl26-ps5	Rpl26-ps5	ENSMUSG00000081125	2	Rpl26-ps5
Rpl27	Rpl27	ENSMUSG00000063316	11	Rpl27
Rpl27-ps1	Rpl27-ps1	ENSMUSG00000079137	1	Rpl27-ps1
Rpl27-ps2	Rpl27-ps2	ENSMUSG00000082171	11	Rpl27-ps2
Rpl27-ps3	Rpl27-ps3	ENSMUSG00000073640	18	Rpl27-ps3
Rpl27a	Rpl27a	ENSMUSG00000046364	7	Rpl27a
Rpl27a-ps1	Rpl27a-ps1	ENSMUSG00000061488	10	Rpl27a-ps1
Rpl27a-ps2	Rpl27a-ps2	ENSMUSG00000058430	14	Rpl27a-ps2
Rpl28	Rpl28	ENSMUSG00000030432	7	Rpl28
Rpl28-ps1	Rpl28-ps1	ENSMUSG00000058603	1	Rpl28-ps1
Rpl28-ps3	Rpl28-ps3	ENSMUSG00000079942	4	Rpl28-ps3
Rpl28-ps4	Rpl28-ps4	ENSMUSG00000090549	6	Rpl28-ps4
Rpl29	Rpl29	ENSMUSG00000048758	9	Rpl29
Rpl29-ps1	Rpl29-ps1	ENSMUSG00000090095	3	Rpl29-ps1
Rpl29-ps2	Rpl29-ps2	ENSMUSG00000094772	13	Rpl29-ps2
Rpl29-ps3	NA	NA	NA	Rpl29-ps3
Rpl29-ps5	Rpl29-ps5	ENSMUSG00000091785	18	Rpl29-ps5
Rpl3	Rpl3	ENSMUSG00000060036	15	Rpl3
Rpl3-ps1	Rpl3-ps1	ENSMUSG00000084349	X	Rpl3-ps1
Rpl3-ps2	Rpl3-ps2	ENSMUSG00000084131	X	Rpl3-ps2
Rpl30	Rpl30	ENSMUSG00000058600	15	Rpl30
Rpl30-ps1	Rpl30-ps1	ENSMUSG00000057696	6	Rpl30-ps1
Rpl30-ps10	Rpl30-ps10	ENSMUSG00000083411	X	Rpl30-ps10
Rpl30-ps11	Rpl30-ps11	ENSMUSG00000081461	X	Rpl30-ps11
Rpl30-ps2	Rpl30-ps2	ENSMUSG00000090007	8	Rpl30-ps2
Rpl30-ps3	Rpl30-ps3	ENSMUSG00000080873	2	Rpl30-ps3
Rpl30-ps5	Rpl30-ps5	ENSMUSG00000082641	2	Rpl30-ps5
Rpl30-ps6	Rpl30-ps6	ENSMUSG00000101328	1	Rpl30-ps6
Rpl30-ps8	Rpl30-ps8	ENSMUSG00000062582	12	Rpl30-ps8
Rpl30-ps9	Rpl30-ps9	ENSMUSG00000085791	X	Rpl30-ps9
Rpl31	Rpl31	ENSMUSG00000073702	1	Rpl31
Rpl31-ps1	Rpl31-ps1	ENSMUSG00000066389	12	Rpl31-ps1
Rpl31-ps4	Rpl31-ps4	ENSMUSG00000090753	16	Rpl31-ps4
Rpl31-ps5	Rpl31-ps5	ENSMUSG00000082716	5	Rpl31-ps5
Rpl31-ps6	Rpl31-ps6	ENSMUSG00000082532	5	Rpl31-ps6
Rpl32	Rpl32	ENSMUSG00000057841	6	Rpl32
Rpl32-ps	Rpl32-ps	ENSMUSG00000068969	3	Rpl32-ps
Rpl34	Rpl34	ENSMUSG00000062006	3	Rpl34
Rpl34-ps1	Rpl34-ps1	ENSMUSG00000068396	6	Rpl34-ps1
Rpl35	Rpl35	ENSMUSG00000062997	2	Rpl35
Rpl35-ps1	Rpl35-ps1	ENSMUSG00000080855	2	Rpl35-ps1
Rpl35a	Rpl35a	ENSMUSG00000060636	16	Rpl35a
Rpl35a-ps2	Rpl35a-ps2	ENSMUSG00000081214	1	Rpl35a-ps2
Rpl35a-ps3	Rpl35a-ps3	ENSMUSG00000067575	17	Rpl35a-ps3
Rpl35a-ps4	Rpl35a-ps4	ENSMUSG00000083424	2	Rpl35a-ps4
Rpl35a-ps5	Rpl35a-ps5	ENSMUSG00000093885	5	Rpl35a-ps5
Rpl35a-ps6	Rpl35a-ps6	ENSMUSG00000094664	5	Rpl35a-ps6
Rpl35a-ps7	Rpl35a-ps7	ENSMUSG00000094557	6	Rpl35a-ps7
Rpl36	Rpl36	ENSMUSG00000057863	17	Rpl36
Rpl36-ps1	Rpl36-ps1	ENSMUSG00000081318	11	Rpl36-ps1
Rpl36-ps10	Rpl36-ps10	ENSMUSG00000084186	X	Rpl36-ps10
Rpl36-ps2	Rpl36-ps2	ENSMUSG00000024205	11	Rpl36-ps2
Rpl36-ps3	Rpl36-ps3	ENSMUSG00000066629	12	Rpl36-ps3
Rpl36-ps7	Rpl36-ps7	ENSMUSG00000080754	3	Rpl36-ps7
Rpl36-ps8	Rpl36-ps8	ENSMUSG00000075390	4	Rpl36-ps8
Rpl36a	Rpl36a	ENSMUSG00000079435	X	Rpl36a
Rpl36a-ps1	Rpl36a-ps1	ENSMUSG00000060377	14	Rpl36a-ps1
Rpl36a-ps3	Rpl36a-ps3	ENSMUSG00000071141	6	Rpl36a-ps3
Rpl36al	Rpl36al	ENSMUSG00000049751	12	Rpl36al
Rpl37	Rpl37	ENSMUSG00000041841	15	Rpl37
Rpl37-ps1	NA	NA	NA	Rpl37-ps1
Rpl37a	Rpl37a	ENSMUSG00000046330	1	Rpl37a
Rpl38	Rpl38	ENSMUSG00000057322	11	Rpl38
Rpl38-ps1	Rpl38-ps1	ENSMUSG00000083326	4	Rpl38-ps1
Rpl38-ps2	Rpl38-ps2	ENSMUSG00000080921	6	Rpl38-ps2
Rpl39	Rpl39	ENSMUSG00000079641	X	Rpl39
Rpl39l	Rpl39l	ENSMUSG00000039209	16	Rpl39l
Rpl3l	Rpl3l	ENSMUSG00000002500	17	Rpl3l
Rpl4	Rpl4	ENSMUSG00000032399	9	Rpl4
Rpl5	Rpl5	ENSMUSG00000058558	5	Rpl5
Rpl5-ps1	Rpl5-ps1	ENSMUSG00000082193	1	Rpl5-ps1
Rpl6	Rpl6	ENSMUSG00000029614	5	Rpl6
Rpl7	Rpl7	ENSMUSG00000043716	1	Rpl7
Rpl7a	Rpl7a	ENSMUSG00000062647	2	Rpl7a
Rpl7a-ps10	Rpl7a-ps10	ENSMUSG00000101502	9	Rpl7a-ps10
Rpl7a-ps11	Rpl7a-ps11	ENSMUSG00000067147	X	Rpl7a-ps11
Rpl7a-ps12	Rpl7a-ps12	ENSMUSG00000083440	X	Rpl7a-ps12
Rpl7a-ps13	Rpl7a-ps13	ENSMUSG00000082621	X	Rpl7a-ps13
Rpl7a-ps3	Rpl7a-ps3	ENSMUSG00000068579	15	Rpl7a-ps3
Rpl7a-ps5	Rpl7a-ps5	ENSMUSG00000071052	17	Rpl7a-ps5
Rpl7a-ps8	Rpl7a-ps8	ENSMUSG00000070778	7	Rpl7a-ps8
Rpl7a-ps9	Rpl7a-ps9	ENSMUSG00000081747	7	Rpl7a-ps9
Rpl7l1	Rpl7l1	ENSMUSG00000063888	17	Rpl7l1
Rpl7l1-ps1	Rpl7l1-ps1	ENSMUSG00000081323	X	Rpl7l1-ps1
Rpl8	Rpl8	ENSMUSG00000003970	15	Rpl8
Rpl9	Rpl9	ENSMUSG00000047215	5	Rpl9
Rpl9-ps1	Rpl9-ps1	ENSMUSG00000081906	11	Rpl9-ps1
Rpl9-ps2	Rpl9-ps2	ENSMUSG00000082749	11	Rpl9-ps2
Rpl9-ps3	Rpl9-ps3	ENSMUSG00000085718	11	Rpl9-ps3
Rpl9-ps4	Rpl9-ps4	ENSMUSG00000094989	13	Rpl9-ps4
Rpl9-ps5	Rpl9-ps5	ENSMUSG00000092485	17	Rpl9-ps5
Rpl9-ps6	Rpl9-ps6	ENSMUSG00000062456	19	Rpl9-ps6
Rpl9-ps7	Rpl9-ps7	ENSMUSG00000047965	2	Rpl9-ps7
Rplp0	Rplp0	ENSMUSG00000067274	5	Rplp0
Rplp0-ps1	Rplp0-ps1	ENSMUSG00000081640	3	Rplp0-ps1
Rplp1	Rplp1	ENSMUSG00000007892	9	Rplp1
Rplp1-ps1	Rplp1-ps1	ENSMUSG00000084185	X	Rplp1-ps1
Rplp2	Rplp2	ENSMUSG00000025508	7	Rplp2
Rplp2-ps1	NA	NA	NA	Rplp2-ps1
Rpn1	Rpn1	ENSMUSG00000030062	6	Rpn1
Rpn2	Rpn2	ENSMUSG00000027642	2	Rpn2
Rpp14	Rpp14	ENSMUSG00000023156	14	Rpp14
Rpp21	Rpp21	ENSMUSG00000024446	17	Rpp21
Rpp25	Rpp25	ENSMUSG00000062309	9	Rpp25
Rpp30	Rpp30	ENSMUSG00000024800	19	Rpp30
Rpp38	Rpp38	ENSMUSG00000049950	2	Rpp38
Rpp40	Rpp40	ENSMUSG00000021418	13	Rpp40
Rprd1a	Rprd1a	ENSMUSG00000040446	18	Rprd1a
Rprd1b	Rprd1b	ENSMUSG00000027651	2	Rprd1b
Rprd2	Rprd2	ENSMUSG00000028106	3	Rprd2
Rprm	Rprm	ENSMUSG00000075334	2	Rprm
Rprml	Rprml	ENSMUSG00000046215	11	Rprml
Rps10	Rps10	ENSMUSG00000052146	17	Rps10
Rps10-ps1	Rps10-ps1	ENSMUSG00000060438	3	Rps10-ps1
Rps11	Rps11	ENSMUSG00000003429	7	Rps11
Rps12	Rps12	ENSMUSG00000061983	10	Rps12
Rps12-ps2	Rps12-ps2	ENSMUSG00000115595	14	Rps12-ps2
Rps12-ps3	Rps12-ps3	ENSMUSG00000067038	19	Rps12-ps3
Rps12-ps5	Rps12-ps5	ENSMUSG00000081565	7	Rps12-ps5
Rps12-ps6	Rps12-ps6	ENSMUSG00000096831	X	Rps12-ps6
Rps12-ps7	Rps12-ps7	ENSMUSG00000081625	X	Rps12-ps7
Rps13	Rps13	ENSMUSG00000090862	7	Rps13
Rps13-ps1	Rps13-ps1	ENSMUSG00000066362	8	Rps13-ps1
Rps14	Rps14	ENSMUSG00000024608	18	Rps14
Rps15	Rps15	ENSMUSG00000063457	10	Rps15
Rps15-ps2	Rps15-ps2	ENSMUSG00000071419	6	Rps15-ps2
Rps15a	Rps15a	ENSMUSG00000008683	7	Rps15a
Rps16	Rps16	ENSMUSG00000037563	7	Rps16
Rps16-ps2	Rps16-ps2	ENSMUSG00000060419	5	Rps16-ps2
Rps17	Rps17	ENSMUSG00000061787	7	Rps17
Rps18	Rps18	ENSMUSG00000008668	17	Rps18
Rps18-ps1	Rps18-ps1	ENSMUSG00000083914	4	Rps18-ps1
Rps18-ps2	Rps18-ps2	ENSMUSG00000083786	4	Rps18-ps2
Rps19	Rps19	ENSMUSG00000040952	7	Rps19
Rps19-ps1	Rps19-ps1	ENSMUSG00000096681	14	Rps19-ps1
Rps19-ps10	Rps19-ps10	ENSMUSG00000089800	10	Rps19-ps10
Rps19-ps11	Rps19-ps11	ENSMUSG00000089839	10	Rps19-ps11
Rps19-ps13	Rps19-ps13	ENSMUSG00000095150	18	Rps19-ps13
Rps19-ps2	Rps19-ps2	ENSMUSG00000094974	14	Rps19-ps2
Rps19-ps3	Rps19-ps3	ENSMUSG00000080059	4	Rps19-ps3
Rps19-ps4	Rps19-ps4	ENSMUSG00000096699	18	Rps19-ps4
Rps19-ps7	Rps19-ps7	ENSMUSG00000080006	2	Rps19-ps7
Rps19-ps9	Rps19-ps9	ENSMUSG00000068689	6	Rps19-ps9
Rps19bp1	Rps19bp1	ENSMUSG00000051518	15	Rps19bp1
Rps2	Rps2	ENSMUSG00000044533	17	Rps2
Rps2-ps10	Rps2-ps10	ENSMUSG00000091957	18	Rps2-ps10
Rps2-ps13	Rps2-ps13	ENSMUSG00000081684	X	Rps2-ps13
Rps2-ps4	Rps2-ps4	ENSMUSG00000084373	11	Rps2-ps4
Rps2-ps5	Rps2-ps5	ENSMUSG00000098713	14	Rps2-ps5
Rps2-ps6	Rps2-ps6	ENSMUSG00000095427	14	Rps2-ps6
