ensembl_gene_id	chromosome_name
YPL235W	YPL235W	XVI
YPL234C	YPL234C	XVI
YPL233W	YPL233W	XVI
YPL232W	YPL232W	XVI
YPL231W	YPL231W	XVI
YPL230W	YPL230W	XVI
YPL229W	YPL229W	XVI
YPL228W	YPL228W	XVI
YPL227C	YPL227C	XVI
YPL226W	YPL226W	XVI
YPL225W	YPL225W	XVI
YPL224C	YPL224C	XVI
YPL223C	YPL223C	XVI
YPL222W	YPL222W	XVI
YPL222C.A	YPL222C.A	NA
YPL221W	YPL221W	XVI
YPL220W	YPL220W	XVI
YPL219W	YPL219W	XVI
YPL218W	YPL218W	XVI
YPL217C	YPL217C	XVI
YPL216W	YPL216W	XVI
YPL215W	YPL215W	XVI
YPL214C	YPL214C	XVI
YPL213W	YPL213W	XVI
YPL212C	YPL212C	XVI
YPL211W	YPL211W	XVI
YPL210C	YPL210C	XVI
YPL209C	YPL209C	XVI
YPL208W	YPL208W	XVI
YPL207W	YPL207W	XVI
YPL206C	YPL206C	XVI
YPL205C	YPL205C	XVI
YPL204W	YPL204W	XVI
YPL203W	YPL203W	XVI
YPL202C	YPL202C	XVI
YPL201C	YPL201C	XVI
YPL200W	YPL200W	XVI
YPL199C	YPL199C	XVI
YPL198W	YPL198W	XVI
snR59	snR59	XVI
YPL197C	YPL197C	XVI
YPL196W	YPL196W	XVI
YPL195W	YPL195W	XVI
YPL194W	YPL194W	XVI
YPL193W	YPL193W	XVI
YPL192C	YPL192C	XVI
YPL191C	YPL191C	XVI
YPL190C	YPL190C	XVI
YPL189C.A	YPL189C.A	NA
YPL189W	YPL189W	XVI
YPL188W	YPL188W	XVI
YPL187W	YPL187W	XVI
YPL186C	YPL186C	XVI
YPL185W	YPL185W	XVI
YPL184C	YPL184C	XVI
YPL183W.A	YPL183W.A	NA
YPL183C	YPL183C	XVI
YPL182C	YPL182C	XVI
YPL181W	YPL181W	XVI
YPL180W	YPL180W	XVI
YPL179W	YPL179W	XVI
YPL178W	YPL178W	XVI
YPL177C	YPL177C	XVI
YPL176C	YPL176C	XVI
YPL175W	YPL175W	XVI
YPL174C	YPL174C	XVI
YPL173W	YPL173W	XVI
YPL172C	YPL172C	XVI
YPL171C	YPL171C	XVI
YPL170W	YPL170W	XVI
YPL169C	YPL169C	XVI
YPL168W	YPL168W	XVI
YPL167C	YPL167C	XVI
YPL166W	YPL166W	XVI
YPL165C	YPL165C	XVI
YPL164C	YPL164C	XVI
YPL163C	YPL163C	XVI
YPL162C	YPL162C	XVI
YPL161C	YPL161C	XVI
YPL160W	YPL160W	XVI
YPL159C	YPL159C	XVI
YPL158C	YPL158C	XVI
YPL157W	YPL157W	XVI
YPL156C	YPL156C	XVI
YPL155C	YPL155C	XVI
YPL154C	YPL154C	XVI
YPL153C	YPL153C	XVI
YPL152W.A	YPL152W.A	NA
YPL152W	YPL152W	XVI
YPL151C	YPL151C	XVI
YPL150W	YPL150W	XVI
YPL149W	YPL149W	XVI
YPL148C	YPL148C	XVI
YPL147W	YPL147W	XVI
YPL146C	YPL146C	XVI
YPL145C	YPL145C	XVI
YPL144W	YPL144W	XVI
snR17b	snR17b	XVI
YPL143W	YPL143W	XVI
YPL142C	YPL142C	XVI
YPL141C	YPL141C	XVI
YPL140C	YPL140C	XVI
YPL139C	YPL139C	XVI
YPL138C	YPL138C	XVI
YPL137C	YPL137C	XVI
YPL136W	YPL136W	XVI
YPL135W	YPL135W	XVI
YPL135C.A	YPL135C.A	NA
YPL134C	YPL134C	XVI
YPL133C	YPL133C	XVI
YPL132W	YPL132W	XVI
YPL131W	YPL131W	XVI
YPL130W	YPL130W	XVI
YPL129W	YPL129W	XVI
YPL128C	YPL128C	XVI
YPL127C	YPL127C	XVI
YPL126W	YPL126W	XVI
YPL125W	YPL125W	XVI
YPL124W	YPL124W	XVI
YPL123C	YPL123C	XVI
YPL122C	YPL122C	XVI
YPL121C	YPL121C	XVI
YPL120W	YPL120W	XVI
YPL119C.A	YPL119C.A	NA
YPL119C	YPL119C	XVI
YPL118W	YPL118W	XVI
YPL117C	YPL117C	XVI
YPL116W	YPL116W	XVI
YPL115C	YPL115C	XVI
YPL114W	YPL114W	XVI
YPL113C	YPL113C	XVI
YPL112C	YPL112C	XVI
YPL111W	YPL111W	XVI
YPL110C	YPL110C	XVI
YPL109C	YPL109C	XVI
YPL108W	YPL108W	XVI
YPL107W	YPL107W	XVI
YPL106C	YPL106C	XVI
YPL105C	YPL105C	XVI
YPL104W	YPL104W	XVI
YPL103C	YPL103C	XVI
YPL102C	YPL102C	XVI
YPL101W	YPL101W	XVI
YPL100W	YPL100W	XVI
YPL099C	YPL099C	XVI
YPL098C	YPL098C	XVI
YPL097W	YPL097W	XVI
YPL096C.A	YPL096C.A	NA
YPL096W	YPL096W	XVI
YPL095C	YPL095C	XVI
YPL094C	YPL094C	XVI
YPL093W	YPL093W	XVI
YPL092W	YPL092W	XVI
YPL091W	YPL091W	XVI
YPL090C	YPL090C	XVI
YPL089C	YPL089C	XVI
YPL088W	YPL088W	XVI
YPL087W	YPL087W	XVI
YPL086C	YPL086C	XVI
YPL085W	YPL085W	XVI
YPL084W	YPL084W	XVI
YPL083C	YPL083C	XVI
YPL082C	YPL082C	XVI
YPL081W	YPL081W	XVI
YPL080C	YPL080C	XVI
YPL079W	YPL079W	XVI
YPL078C	YPL078C	XVI
YPL077C	YPL077C	XVI
YPL076W	YPL076W	XVI
YPL075W	YPL075W	XVI
YPL074W	YPL074W	XVI
YPL073C	YPL073C	XVI
YPL072W	YPL072W	XVI
YPL071C	YPL071C	XVI
YPL070W	YPL070W	XVI
YPL069C	YPL069C	XVI
YPL068C	YPL068C	XVI
YPL067C	YPL067C	XVI
YPL066W	YPL066W	XVI
YPL065W	YPL065W	XVI
YPL064C	YPL064C	XVI
YPL063W	YPL063W	XVI
YPL062W	YPL062W	XVI
YPL061W	YPL061W	XVI
YPL060W	YPL060W	XVI
YPL060C.A	YPL060C.A	NA
YPL059W	YPL059W	XVI
YPL058C	YPL058C	XVI
YPL057C	YPL057C	XVI
YPL056C	YPL056C	XVI
YPL055C	YPL055C	XVI
YPL054W	YPL054W	XVI
YPL053C	YPL053C	XVI
YPL052W	YPL052W	XVI
YPL051W	YPL051W	XVI
YPL050C	YPL050C	XVI
YPL049C	YPL049C	XVI
YPL048W	YPL048W	XVI
YPL047W	YPL047W	XVI
YPL046C	YPL046C	XVI
YPL045W	YPL045W	XVI
YPL044C	YPL044C	XVI
YPL043W	YPL043W	XVI
YPL042C	YPL042C	XVI
YPL041C	YPL041C	XVI
YPL040C	YPL040C	XVI
YPL039W	YPL039W	XVI
YPL038W.A	YPL038W.A	NA
YPL038W	YPL038W	XVI
YPL037C	YPL037C	XVI
YPL036W	YPL036W	XVI
YPL035C	YPL035C	XVI
YPL034W	YPL034W	XVI
YPL033C	YPL033C	XVI
YPL032C	YPL032C	XVI
YPL031C	YPL031C	XVI
YPL030W	YPL030W	XVI
YPL029W	YPL029W	XVI
YPL028W	YPL028W	XVI
YPL027W	YPL027W	XVI
YPL026C	YPL026C	XVI
YPL025C	YPL025C	XVI
YPL024W	YPL024W	XVI
YPL023C	YPL023C	XVI
YPL022W	YPL022W	XVI
YPL021W	YPL021W	XVI
YPL020C	YPL020C	XVI
YPL019C	YPL019C	XVI
YPL018W	YPL018W	XVI
YPL017C	YPL017C	XVI
YPL016W	YPL016W	XVI
YPL015C	YPL015C	XVI
YPL014W	YPL014W	XVI
YPL013C	YPL013C	XVI
YPL012W	YPL012W	XVI
YPL011C	YPL011C	XVI
YPL010W	YPL010W	XVI
YPL009C	YPL009C	XVI
YPL008W	YPL008W	XVI
YPL007C	YPL007C	XVI
YPL006W	YPL006W	XVI
YPL005W	YPL005W	XVI
YPL004C	YPL004C	XVI
YPL003W	YPL003W	XVI
YPL002C	YPL002C	XVI
YPL001W	YPL001W	XVI
YPR001W	YPR001W	XVI
YPR002W	YPR002W	XVI
YPR002C.A	YPR002C.A	NA
YPR003C	YPR003C	XVI
YPR004C	YPR004C	XVI
YPR005C	YPR005C	XVI
YPR006C	YPR006C	XVI
YPR007C	YPR007C	XVI
YPR008W	YPR008W	XVI
YPR009W	YPR009W	XVI
YPR010C	YPR010C	XVI
YPR010C.A	YPR010C.A	NA
YPR011C	YPR011C	XVI
YPR012W	YPR012W	XVI
YPR013C	YPR013C	XVI
YPR014C	YPR014C	XVI
YPR015C	YPR015C	XVI
YPR016C	YPR016C	XVI
YPR016W.A	YPR016W.A	NA
YPR017C	YPR017C	XVI
YPR018W	YPR018W	XVI
YPR019W	YPR019W	XVI
YPR020W	YPR020W	XVI
YPR021C	YPR021C	XVI
YPR022C	YPR022C	XVI
YPR023C	YPR023C	XVI
YPR024W	YPR024W	XVI
YPR025C	YPR025C	XVI
YPR026W	YPR026W	XVI
YPR027C	YPR027C	XVI
YPR028W	YPR028W	XVI
YPR029C	YPR029C	XVI
YPR030W	YPR030W	XVI
YPR031W	YPR031W	XVI
YPR032W	YPR032W	XVI
YPR033C	YPR033C	XVI
YPR034W	YPR034W	XVI
YPR035W	YPR035W	XVI
YPR036W	YPR036W	XVI
YPR036W.A	YPR036W.A	NA
YPR037C	YPR037C	XVI
YPR038W	YPR038W	XVI
YPR039W	YPR039W	XVI
YPR040W	YPR040W	XVI
YPR041W	YPR041W	XVI
YPR042C	YPR042C	XVI
YPR043W	YPR043W	XVI
YPR044C	YPR044C	XVI
YPR045C	YPR045C	XVI
YPR046W	YPR046W	XVI
YPR047W	YPR047W	XVI
YPR048W	YPR048W	XVI
YPR049C	YPR049C	XVI
YPR050C	YPR050C	XVI
YPR051W	YPR051W	XVI
YPR052C	YPR052C	XVI
YPR053C	YPR053C	XVI
YPR054W	YPR054W	XVI
YPR055W	YPR055W	XVI
YPR056W	YPR056W	XVI
YPR057W	YPR057W	XVI
YPR058W	YPR058W	XVI
YPR059C	YPR059C	XVI
YPR060C	YPR060C	XVI
YPR061C	YPR061C	XVI
YPR062W	YPR062W	XVI
YPR063C	YPR063C	XVI
YPR064W	YPR064W	XVI
YPR065W	YPR065W	XVI
YPR066W	YPR066W	XVI
YPR067W	YPR067W	XVI
YPR068C	YPR068C	XVI
YPR069C	YPR069C	XVI
YPR070W	YPR070W	XVI
YPR071W	YPR071W	XVI
YPR072W	YPR072W	XVI
YPR073C	YPR073C	XVI
YPR074C	YPR074C	XVI
YPR074W.A	YPR074W.A	NA
YPR075C	YPR075C	XVI
YPR076W	YPR076W	XVI
YPR077C	YPR077C	XVI
YPR078C	YPR078C	XVI
YPR079W	YPR079W	XVI
YPR080W	YPR080W	XVI
YPR081C	YPR081C	XVI
YPR082C	YPR082C	XVI
YPR083W	YPR083W	XVI
YPR084W	YPR084W	XVI
YPR085C	YPR085C	XVI
YPR086W	YPR086W	XVI
YPR087W	YPR087W	XVI
YPR088C	YPR088C	XVI
YPR089W	YPR089W	XVI
YPR091C	YPR091C	XVI
YPR092W	YPR092W	XVI
snR51	snR51	XVI
snR70	snR70	XVI
snR41	snR41	XVI
YPR093C	YPR093C	XVI
YPR094W	YPR094W	XVI
YPR095C	YPR095C	XVI
YPR096C	YPR096C	XVI
YPR097W	YPR097W	XVI
YPR098C	YPR098C	XVI
YPR099C	YPR099C	XVI
YPR100W	YPR100W	XVI
YPR101W	YPR101W	XVI
YPR102C	YPR102C	XVI
YPR103W	YPR103W	XVI
YPR104C	YPR104C	XVI
YPR105C	YPR105C	XVI
YPR106W	YPR106W	XVI
YPR107C	YPR107C	XVI
YPR108W	YPR108W	XVI
YPR108W.A	YPR108W.A	NA
YPR109W	YPR109W	XVI
YPR110C	YPR110C	XVI
YPR111W	YPR111W	XVI
YPR112C	YPR112C	XVI
YPR113W	YPR113W	XVI
YPR114W	YPR114W	XVI
YPR115W	YPR115W	XVI
YPR116W	YPR116W	XVI
YPR117W	YPR117W	XVI
YPR118W	YPR118W	XVI
YPR119W	YPR119W	XVI
YPR120C	YPR120C	XVI
YPR121W	YPR121W	XVI
YPR122W	YPR122W	XVI
YPR123C	YPR123C	XVI
YPR124W	YPR124W	XVI
YPR125W	YPR125W	XVI
YPR126C	YPR126C	XVI
YPR127W	YPR127W	XVI
YPR128C	YPR128C	XVI
YPR129W	YPR129W	XVI
YPR130C	YPR130C	XVI
YPR131C	YPR131C	XVI
YPR132W	YPR132W	XVI
YPR133C	YPR133C	XVI
YPR133W.A	YPR133W.A	NA
YPR134W	YPR134W	XVI
YPR135W	YPR135W	XVI
YPR136C	YPR136C	XVI
YPR137W	YPR137W	XVI
YPR137C.B	YPR137C.B	NA
YPR137C.A	YPR137C.A	NA
YPR138C	YPR138C	XVI
YPR139C	YPR139C	XVI
YPR140W	YPR140W	XVI
YPR141C	YPR141C	XVI
YPR142C	YPR142C	XVI
YPR143W	YPR143W	XVI
YPR144C	YPR144C	XVI
snR45	snR45	XVI
YPR145W	YPR145W	XVI
YPR145C.A	YPR145C.A	NA
YPR146C	YPR146C	XVI
YPR147C	YPR147C	XVI
YPR148C	YPR148C	XVI
YPR149W	YPR149W	XVI
YPR150W	YPR150W	XVI
YPR151C	YPR151C	XVI
YPR152C	YPR152C	XVI
YPR153W	YPR153W	XVI
YPR154W	YPR154W	XVI
YPR155C	YPR155C	XVI
YPR156C	YPR156C	XVI
YPR157W	YPR157W	XVI
YPR158W	YPR158W	XVI
YPR158W.A	YPR158W.A	NA
YPR158W.B	YPR158W.B	NA
YPR158C.D	YPR158C.D	NA
YPR158C.C	YPR158C.C	NA
YPR159W	YPR159W	XVI
YPR159C.A	YPR159C.A	NA
YPR160W	YPR160W	XVI
YPR160W.A	YPR160W.A	NA
YPR160C.A	YPR160C.A	NA
YPR161C	YPR161C	XVI
YPR162C	YPR162C	XVI
YPR163C	YPR163C	XVI
YPR164W	YPR164W	XVI
YPR165W	YPR165W	XVI
YPR166C	YPR166C	XVI
YPR167C	YPR167C	XVI
YPR168W	YPR168W	XVI
YPR169W	YPR169W	XVI
YPR170C	YPR170C	XVI
YPR169W.A	YPR169W.A	NA
YPR170W.B	YPR170W.B	NA
YPR170W.A	YPR170W.A	NA
YPR171W	YPR171W	XVI
YPR172W	YPR172W	XVI
YPR173C	YPR173C	XVI
YPR174C	YPR174C	XVI
YPR175W	YPR175W	XVI
YPR176C	YPR176C	XVI
YPR177C	YPR177C	XVI
YPR178W	YPR178W	XVI
YPR179C	YPR179C	XVI
YPR180W	YPR180W	XVI
YPR181C	YPR181C	XVI
YPR182W	YPR182W	XVI
YPR183W	YPR183W	XVI
YPR184W	YPR184W	XVI
YPR185W	YPR185W	XVI
YPR186C	YPR186C	XVI
YPR187W	YPR187W	XVI
YPR188C	YPR188C	XVI
YPR189W	YPR189W	XVI
YPR190C	YPR190C	XVI
YPR191W	YPR191W	XVI
YPR192W	YPR192W	XVI
YPR193C	YPR193C	XVI
YPR194C	YPR194C	XVI
YPR195C	YPR195C	XVI
YPR196W	YPR196W	XVI
YPR197C	YPR197C	XVI
YPR198W	YPR198W	XVI
YPR199C	YPR199C	XVI
YPR200C	YPR200C	XVI
YPR201W	YPR201W	XVI
YPR202W	YPR202W	XVI
YPR203W	YPR203W	XVI
YPR204W	YPR204W	XVI
YPR204C.A	YPR204C.A	NA
YML133C	YML133C	XIII
YML133W.B	YML133W.B	NA
YML133W.A	YML133W.A	NA
YML132W	YML132W	XIII
YML131W	YML131W	XIII
YML130C	YML130C	XIII
YML129C	YML129C	XIII
YML128C	YML128C	XIII
YML127W	YML127W	XIII
YML126C	YML126C	XIII
YML125C	YML125C	XIII
YML124C	YML124C	XIII
YML123C	YML123C	XIII
YML122C	YML122C	XIII
YML121W	YML121W	XIII
YML120C	YML120C	XIII
YML119W	YML119W	XIII
YML118W	YML118W	XIII
YML117W	YML117W	XIII
YML116W.A	YML116W.A	NA
YML116W	YML116W	XIII
YML115C	YML115C	XIII
YML114C	YML114C	XIII
YML113W	YML113W	XIII
YML112W	YML112W	XIII
YML111W	YML111W	XIII
YML110C	YML110C	XIII
YML109W	YML109W	XIII
YML108W	YML108W	XIII
YML107C	YML107C	XIII
YML106W	YML106W	XIII
YML105C	YML105C	XIII
YML104C	YML104C	XIII
YML103C	YML103C	XIII
snR85	snR85	XIII
YML102W	YML102W	XIII
YML101C.A	YML101C.A	NA
YML101C	YML101C	XIII
YML100W.A	YML100W.A	NA
YML100W	YML100W	XIII
YML099W.A	YML099W.A	NA
YML099C	YML099C	XIII
YML098W	YML098W	XIII
YML097C	YML097C	XIII
YML096W	YML096W	XIII
YML095C	YML095C	XIII
YML094C.A	YML094C.A	NA
YML094W	YML094W	XIII
YML093W	YML093W	XIII
YML092C	YML092C	XIII
YML091C	YML091C	XIII
YML090W	YML090W	XIII
YML089C	YML089C	XIII
YML088W	YML088W	XIII
YML087C	YML087C	XIII
YML086C	YML086C	XIII
YML085C	YML085C	XIII
YML084W	YML084W	XIII
YML083C	YML083C	XIII
YML082W	YML082W	XIII
YML081C.A	YML081C.A	NA
YML081W	YML081W	XIII
YML080W	YML080W	XIII
YML079W	YML079W	XIII
YML078W	YML078W	XIII
YML077W	YML077W	XIII
YML076C	YML076C	XIII
YML075C	YML075C	XIII
YML074C	YML074C	XIII
YML073C	YML073C	XIII
YML072C	YML072C	XIII
YML071C	YML071C	XIII
YML070W	YML070W	XIII
YML069W	YML069W	XIII
YML068W	YML068W	XIII
YML067C	YML067C	XIII
YML066C	YML066C	XIII
YML065W	YML065W	XIII
YML064C	YML064C	XIII
YML063W	YML063W	XIII
YML062C	YML062C	XIII
YML061C	YML061C	XIII
YML060W	YML060W	XIII
YML059C	YML059C	XIII
YML058W.A	YML058W.A	NA
YML058W	YML058W	XIII
YML057C.A	YML057C.A	NA
YML057W	YML057W	XIII
YML056C	YML056C	XIII
snR54	snR54	XIII
YML055W	YML055W	XIII
YML054C	YML054C	XIII
YML054C.A	YML054C.A	NA
YML053C	YML053C	XIII
YML052W	YML052W	XIII
YML051W	YML051W	XIII
YML050W	YML050W	XIII
YML049C	YML049C	XIII
YML048W	YML048W	XIII
YML047W.A	YML047W.A	NA
YML047C	YML047C	XIII
YML046W	YML046W	XIII
YML045W.A	YML045W.A	NA
YML045W	YML045W	NA
YML043C	YML043C	XIII
YML042W	YML042W	XIII
YML041C	YML041C	XIII
YML040W	YML040W	NA
YML039W	YML039W	NA
YML038C	YML038C	XIII
YML037C	YML037C	XIII
YML036W	YML036W	XIII
YML035C	YML035C	XIII
YML034C.A	YML034C.A	NA
YML034W	YML034W	XIII
YML032C	YML032C	XIII
YML031C.A	YML031C.A	NA
YML031W	YML031W	XIII
YML030W	YML030W	XIII
YML029W	YML029W	XIII
YML028W	YML028W	XIII
YML027W	YML027W	XIII
YML026C	YML026C	XIII
YML025C	YML025C	XIII
YML024W	YML024W	XIII
YML023C	YML023C	XIII
YML022W	YML022W	XIII
YML021C	YML021C	XIII
YML020W	YML020W	XIII
YML019W	YML019W	XIII
YML018C	YML018C	XIII
YML017W	YML017W	XIII
YML016C	YML016C	XIII
YML015C	YML015C	XIII
YML014W	YML014W	XIII
YML013W	YML013W	XIII
YML012C.A	YML012C.A	NA
YML012W	YML012W	XIII
YML011C	YML011C	XIII
YML010W	YML010W	XIII
YML009W.B	YML009W.B	NA
YML009C.A	YML009C.A	NA
YML009C	YML009C	XIII
YML008C	YML008C	XIII
YML007C.A	YML007C.A	NA
YML007W	YML007W	XIII
YML006C	YML006C	XIII
YML005W	YML005W	XIII
YML004C	YML004C	XIII
YML003W	YML003W	XIII
YML002W	YML002W	XIII
YML001W	YML001W	XIII
YMR001C	YMR001C	XIII
YMR001C.A	YMR001C.A	NA
YMR002W	YMR002W	XIII
YMR003W	YMR003W	XIII
YMR004W	YMR004W	XIII
YMR005W	YMR005W	XIII
YMR006C	YMR006C	XIII
YMR007W	YMR007W	XIII
YMR008C	YMR008C	XIII
YMR009W	YMR009W	XIII
YMR010W	YMR010W	XIII
YMR011W	YMR011W	XIII
YMR012W	YMR012W	XIII
YMR013C	YMR013C	XIII
YMR013C.A	YMR013C.A	NA
snR78	snR78	XIII
snR77	snR77	XIII
snR76	snR76	XIII
snR75	snR75	XIII
snR74	snR74	XIII
snR73	snR73	XIII
YMR013W.A	YMR013W.A	NA
snR72	snR72	XIII
YMR014W	YMR014W	XIII
YMR015C	YMR015C	XIII
YMR016C	YMR016C	XIII
YMR017W	YMR017W	XIII
YMR018W	YMR018W	XIII
YMR019W	YMR019W	XIII
YMR020W	YMR020W	XIII
YMR021C	YMR021C	XIII
YMR022W	YMR022W	XIII
YMR023C	YMR023C	XIII
YMR024W	YMR024W	XIII
YMR025W	YMR025W	XIII
YMR026C	YMR026C	XIII
YMR027W	YMR027W	XIII
YMR028W	YMR028W	XIII
YMR029C	YMR029C	XIII
YMR030W	YMR030W	XIII
YMR031C	YMR031C	XIII
YMR031W.A	YMR031W.A	NA
YMR032W	YMR032W	XIII
YMR030W.A	YMR030W.A	NA
YMR033W	YMR033W	XIII
YMR034C	YMR034C	XIII
YMR035W	YMR035W	XIII
YMR036C	YMR036C	XIII
YMR037C	YMR037C	XIII
YMR038C	YMR038C	XIII
YMR039C	YMR039C	XIII
YMR040W	YMR040W	XIII
YMR041C	YMR041C	XIII
YMR042W	YMR042W	XIII
YMR043W	YMR043W	XIII
YMR044W	YMR044W	XIII
YMR045C	YMR045C	NA
YMR046C	YMR046C	NA
YMR046W.A	YMR046W.A	NA
YMR047C	YMR047C	XIII
YMR048W	YMR048W	XIII
YMR049C	YMR049C	XIII
YMR050C	YMR050C	NA
YMR051C	YMR051C	NA
YMR052W	YMR052W	XIII
YMR052C.A	YMR052C.A	NA
YMR053C	YMR053C	XIII
YMR054W	YMR054W	XIII
YMR055C	YMR055C	XIII
YMR056C	YMR056C	XIII
YMR057C	YMR057C	XIII
YMR058W	YMR058W	XIII
YMR059W	YMR059W	XIII
YMR060C	YMR060C	XIII
YMR061W	YMR061W	XIII
YMR062C	YMR062C	XIII
YMR063W	YMR063W	XIII
YMR064W	YMR064W	XIII
YMR065W	YMR065W	XIII
YMR066W	YMR066W	XIII
YMR067C	YMR067C	XIII
YMR068W	YMR068W	XIII
YMR069W	YMR069W	XIII
YMR070W	YMR070W	XIII
YMR071C	YMR071C	XIII
YMR072W	YMR072W	XIII
YMR073C	YMR073C	XIII
YMR074C	YMR074C	XIII
YMR075W	YMR075W	XIII
YMR075C.A	YMR075C.A	NA
YMR076C	YMR076C	XIII
YMR077C	YMR077C	XIII
YMR078C	YMR078C	XIII
YMR079W	YMR079W	XIII
YMR080C	YMR080C	XIII
YMR081C	YMR081C	XIII
YMR082C	YMR082C	XIII
YMR083W	YMR083W	XIII
YMR084W	YMR084W	XIII
YMR085W	YMR085W	XIII
YMR086W	YMR086W	XIII
YMR086C.A	YMR086C.A	NA
YMR087W	YMR087W	XIII
YMR088C	YMR088C	XIII
YMR089C	YMR089C	XIII
YMR090W	YMR090W	XIII
YMR091C	YMR091C	XIII
YMR092C	YMR092C	XIII
YMR093W	YMR093W	XIII
YMR094W	YMR094W	XIII
YMR095C	YMR095C	XIII
YMR096W	YMR096W	XIII
YMR097C	YMR097C	XIII
YMR098C	YMR098C	XIII
YMR099C	YMR099C	XIII
YMR100W	YMR100W	XIII
YMR101C	YMR101C	XIII
YMR102C	YMR102C	XIII
YMR103C	YMR103C	XIII
YMR104C	YMR104C	XIII
YMR105C	YMR105C	XIII
YMR105W.A	YMR105W.A	NA
YMR106C	YMR106C	XIII
YMR107W	YMR107W	XIII
YMR108W	YMR108W	XIII
YMR109W	YMR109W	XIII
YMR110C	YMR110C	XIII
YMR111C	YMR111C	XIII
YMR112C	YMR112C	XIII
YMR113W	YMR113W	XIII
YMR114C	YMR114C	XIII
YMR115W	YMR115W	XIII
YMR116C	YMR116C	XIII
snR24	snR24	XIII
YMR117C	YMR117C	XIII
YMR118C	YMR118C	XIII
YMR119W	YMR119W	XIII
YMR119W.A	YMR119W.A	NA
YMR120C	YMR120C	XIII
YMR121C	YMR121C	XIII
YMR122C	YMR122C	XIII
YMR122W.A	YMR122W.A	NA
YMR123W	YMR123W	XIII
YMR124W	YMR124W	XIII
YMR125W	YMR125W	XIII
YMR126C	YMR126C	XIII
YMR127C	YMR127C	XIII
YMR128W	YMR128W	XIII
YMR129W	YMR129W	XIII
YMR130W	YMR130W	XIII
YMR131C	YMR131C	XIII
YMR132C	YMR132C	XIII
YMR133W	YMR133W	XIII
YMR134W	YMR134W	XIII
YMR135C	YMR135C	XIII
YMR135W.A	YMR135W.A	NA
YMR136W	YMR136W	XIII
YMR137C	YMR137C	XIII
YMR138W	YMR138W	XIII
YMR139W	YMR139W	XIII
YMR140W	YMR140W	XIII
YMR141C	YMR141C	XIII
YMR142C	YMR142C	XIII
YMR141W.A	YMR141W.A	NA
YMR143W	YMR143W	XIII
YMR144W	YMR144W	XIII
YMR145C	YMR145C	XIII
YMR146C	YMR146C	XIII
YMR147W	YMR147W	XIII
YMR148W	YMR148W	XIII
YMR149W	YMR149W	XIII
YMR150C	YMR150C	XIII
YMR151W	YMR151W	XIII
YMR152W	YMR152W	XIII
YMR153W	YMR153W	XIII
YMR153C.A	YMR153C.A	NA
YMR154C	YMR154C	XIII
YMR155W	YMR155W	XIII
YMR156C	YMR156C	XIII
YMR157C	YMR157C	XIII
YMR158W	YMR158W	XIII
YMR158C.A	YMR158C.A	NA
YMR158W.B	YMR158W.B	NA
YMR159C	YMR159C	XIII
YMR160W	YMR160W	XIII
YMR161W	YMR161W	XIII
YMR162C	YMR162C	XIII
YMR163C	YMR163C	XIII
YMR164C	YMR164C	XIII
YMR165C	YMR165C	XIII
YMR166C	YMR166C	XIII
YMR167W	YMR167W	XIII
YMR168C	YMR168C	XIII
YMR169C	YMR169C	XIII
YMR170C	YMR170C	XIII
YMR171C	YMR171C	XIII
YMR172W	YMR172W	XIII
YMR172C.A	YMR172C.A	NA
YMR173W	YMR173W	XIII
YMR173W.A	YMR173W.A	NA
YMR174C	YMR174C	XIII
YMR175W	YMR175W	XIII
YMR175W.A	YMR175W.A	NA
YMR176W	YMR176W	XIII
YMR177W	YMR177W	XIII
YMR178W	YMR178W	XIII
YMR179W	YMR179W	XIII
YMR180C	YMR180C	XIII
YMR181C	YMR181C	XIII
YMR182C	YMR182C	XIII
YMR182W.A	YMR182W.A	NA
snR83	snR83	XIII
YMR183C	YMR183C	XIII
YMR184W	YMR184W	XIII
YMR185W	YMR185W	XIII
YMR186W	YMR186W	XIII
YMR187C	YMR187C	XIII
YMR188C	YMR188C	XIII
YMR189W	YMR189W	XIII
YMR190C	YMR190C	XIII
YMR191W	YMR191W	XIII
YMR192W	YMR192W	XIII
YMR193W	YMR193W	XIII
YMR193C.A	YMR193C.A	NA
YMR194W	YMR194W	XIII
snR11	snR11	XIII
YMR194C.B	YMR194C.B	NA
YMR194C.A	YMR194C.A	NA
YMR195W	YMR195W	XIII
YMR196W	YMR196W	XIII
YMR197C	YMR197C	XIII
YMR198W	YMR198W	XIII
YMR199W	YMR199W	XIII
YMR200W	YMR200W	XIII
YMR201C	YMR201C	XIII
RNA170	RNA170	XIII
YMR202W	YMR202W	XIII
YMR203W	YMR203W	XIII
YMR204C	YMR204C	XIII
YMR205C	YMR205C	XIII
YMR206W	YMR206W	XIII
YMR207C	YMR207C	XIII
YMR208W	YMR208W	XIII
YMR209C	YMR209C	XIII
YMR210W	YMR210W	XIII
YMR211W	YMR211W	XIII
YMR212C	YMR212C	XIII
YMR213W	YMR213W	XIII
YMR214W	YMR214W	XIII
YMR215W	YMR215W	XIII
YMR216C	YMR216C	XIII
YMR217W	YMR217W	XIII
YMR218C	YMR218C	XIII
YMR219W	YMR219W	XIII
YMR220W	YMR220W	XIII
YMR221C	YMR221C	XIII
YMR222C	YMR222C	XIII
