hgnc_symbol	ensembl_gene_id	chromosome_name	origsymbol
RPL32P34	RPL32P34	ENSG00000239524	19	RPL32P34
RPL34	RPL34	ENSG00000109475	4	RPL34
RPL34-AS1	RPL34-AS1	ENSG00000234492	4	RPL34-AS1
RPL34P1	RPL34P1	ENSG00000237049	1	RPL34P1
RPL34P17	RPL34P17	ENSG00000240534	8	RPL34P17
RPL34P18	RPL34P18	ENSG00000240509	8	RPL34P18
RPL34P21	RPL34P21	ENSG00000244451	11	RPL34P21
RPL34P22	RPL34P22	ENSG00000244267	11	RPL34P22
RPL34P23	RPL34P23	ENSG00000243669	11	RPL34P23
RPL34P26	RPL34P26	ENSG00000223676	13	RPL34P26
RPL34P27	RPL34P27	ENSG00000232858	13	RPL34P27
RPL34P29	RPL34P29	ENSG00000244551	16	RPL34P29
RPL34P3	RPL34P3	ENSG00000223671	21	RPL34P3
RPL34P31	RPL34P31	ENSG00000239223	17	RPL34P31
RPL34P33	RPL34P33	ENSG00000241282	19	RPL34P33
RPL34P34	RPL34P34	ENSG00000236312	19	RPL34P34
RPL34P6	RPL34P6	ENSG00000231333	1	RPL34P6
RPL35	RPL35	ENSG00000136942	9	RPL35
RPL35A	RPL35A	ENSG00000182899	3	RPL35A
RPL35AP	RPL35AP	ENSG00000234075	20	RPL35AP
RPL35AP12	RPL35AP12	ENSG00000227283	4	RPL35AP12
RPL35AP15	RPL35AP15	ENSG00000243758	5	RPL35AP15
RPL35AP18	RPL35AP18	ENSG00000220311	6	RPL35AP18
RPL35AP19	RPL35AP19	ENSG00000239872	8	RPL35AP19
RPL35AP21	RPL35AP21	ENSG00000229814	9	RPL35AP21
RPL35AP22	RPL35AP22	ENSG00000235133	9	RPL35AP22
RPL35AP25	RPL35AP25	ENSG00000264217	10	RPL35AP25
RPL35AP26	RPL35AP26	ENSG00000243607	11	RPL35AP26
RPL35AP3	RPL35AP3	ENSG00000230350	6	RPL35AP3
RPL35AP30	RPL35AP30	ENSG00000226729	12	RPL35AP30
RPL35AP31	RPL35AP31	ENSG00000233460	13	RPL35AP31
RPL35AP32	RPL35AP32	ENSG00000243404	15	RPL35AP32
RPL35AP33	RPL35AP33	ENSG00000241334	16	RPL35AP33
RPL35AP35	RPL35AP35	ENSG00000239256	17	RPL35AP35
RPL35AP4	RPL35AP4	ENSG00000231602	CHR_HSCHR6_MHC_SSTO_CTG1	RPL35AP4
RPL35P1	RPL35P1	ENSG00000237991	1	RPL35P1
RPL35P2	RPL35P2	ENSG00000220583	6	RPL35P2
RPL35P3	RPL35P3	ENSG00000219902	6	RPL35P3
RPL35P4	RPL35P4	ENSG00000213783	7	RPL35P4
RPL35P5	RPL35P5	ENSG00000225573	7	RPL35P5
RPL35P6	RPL35P6	ENSG00000244018	8	RPL35P6
RPL35P8	RPL35P8	ENSG00000226142	22	RPL35P8
RPL35P9	RPL35P9	ENSG00000174418	13	RPL35P9
RPL36	RPL36	ENSG00000130255	19	RPL36
RPL36A	RPL36A	ENSG00000241343	X	RPL36A
RPL36A-HNRNPH2	RPL36A-HNRNPH2	ENSG00000257529	X	RPL36A-HNRNPH2
RPL36AL	RPL36AL	ENSG00000165502	14	RPL36AL
RPL36AP10	RPL36AP10	ENSG00000237959	1	RPL36AP10
RPL36AP13	RPL36AP13	ENSG00000233747	2	RPL36AP13
RPL36AP15	RPL36AP15	ENSG00000235369	2	RPL36AP15
RPL36AP21	RPL36AP21	ENSG00000240785	5	RPL36AP21
RPL36AP26	RPL36AP26	ENSG00000235828	7	RPL36AP26
RPL36AP29	RPL36AP29	ENSG00000224683	7	RPL36AP29
RPL36AP33	RPL36AP33	ENSG00000235619	9	RPL36AP33
RPL36AP35	RPL36AP35	ENSG00000231810	9	RPL36AP35
RPL36AP39	RPL36AP39	ENSG00000230980	11	RPL36AP39
RPL36AP40	RPL36AP40	ENSG00000240298	11	RPL36AP40
RPL36AP41	RPL36AP41	ENSG00000242087	12	RPL36AP41
RPL36AP43	RPL36AP43	ENSG00000241362	15	RPL36AP43
RPL36AP45	RPL36AP45	ENSG00000240366	15	RPL36AP45
RPL36AP48	RPL36AP48	ENSG00000213180	17	RPL36AP48
RPL36AP51	RPL36AP51	ENSG00000242291	19	RPL36AP51
RPL36AP53	RPL36AP53	ENSG00000224664	X	RPL36AP53
RPL36AP55	RPL36AP55	ENSG00000226016	10	RPL36AP55
RPL36AP6	RPL36AP6	ENSG00000231293	9	RPL36AP6
RPL36P1	RPL36P1	ENSG00000230636	20	RPL36P1
RPL36P16	RPL36P16	ENSG00000224476	19	RPL36P16
RPL36P18	RPL36P18	ENSG00000235656	X	RPL36P18
RPL36P19	RPL36P19	ENSG00000232540	13	RPL36P19
RPL36P2	RPL36P2	ENSG00000231302	20	RPL36P2
RPL36P20	RPL36P20	ENSG00000234270	3	RPL36P20
RPL36P4	RPL36P4	ENSG00000224497	20	RPL36P4
RPL37	RPL37	ENSG00000145592	5	RPL37
RPL37A	RPL37A	ENSG00000197756	2	RPL37A
RPL37AP1	RPL37AP1	ENSG00000226243	20	RPL37AP1
RPL37AP8	RPL37AP8	ENSG00000176343	11	RPL37AP8
RPL37P1	RPL37P1	ENSG00000227401	20	RPL37P1
RPL37P10	RPL37P10	ENSG00000224627	2	RPL37P10
RPL37P15	RPL37P15	ENSG00000216365	6	RPL37P15
RPL37P2	RPL37P2	ENSG00000239559	11	RPL37P2
RPL37P23	RPL37P23	ENSG00000243680	19	RPL37P23
RPL37P25	RPL37P25	ENSG00000251597	5	RPL37P25
RPL37P3	RPL37P3	ENSG00000215369	21	RPL37P3
RPL37P4	RPL37P4	ENSG00000230198	21	RPL37P4
RPL37P6	RPL37P6	ENSG00000241431	8	RPL37P6
RPL38	RPL38	ENSG00000172809	17	RPL38
RPL38P1	RPL38P1	ENSG00000241993	3	RPL38P1
RPL38P3	RPL38P3	ENSG00000244422	4	RPL38P3
RPL38P4	RPL38P4	ENSG00000250562	3	RPL38P4
RPL39	RPL39	ENSG00000198918	X	RPL39
RPL39L	RPL39L	ENSG00000163923	3	RPL39L
RPL39P	RPL39P	ENSG00000228601	20	RPL39P
RPL39P25	RPL39P25	ENSG00000227271	10	RPL39P25
RPL39P26	RPL39P26	ENSG00000240454	11	RPL39P26
RPL39P28	RPL39P28	ENSG00000244432	12	RPL39P28
RPL39P29	RPL39P29	ENSG00000236860	13	RPL39P29
RPL39P3	RPL39P3	ENSG00000235174	6	RPL39P3
RPL39P31	RPL39P31	ENSG00000242176	16	RPL39P31
RPL39P33	RPL39P33	ENSG00000243058	17	RPL39P33
RPL39P36	RPL39P36	ENSG00000239912	19	RPL39P36
RPL39P38	RPL39P38	ENSG00000241464	19	RPL39P38
RPL39P40	RPL39P40	ENSG00000226580	21	RPL39P40
RPL39P5	RPL39P5	ENSG00000214289	3	RPL39P5
RPL39P6	RPL39P6	ENSG00000238173	1	RPL39P6
RPL3L	RPL3L	ENSG00000140986	16	RPL3L
RPL3P1	RPL3P1	ENSG00000228149	21	RPL3P1
RPL3P10	RPL3P10	ENSG00000282698	CHR_HSCHR8_9_CTG1	RPL3P10
RPL3P11	RPL3P11	ENSG00000223568	9	RPL3P11
RPL3P12	RPL3P12	ENSG00000232496	X	RPL3P12
RPL3P13	RPL3P13	ENSG00000258013	4	RPL3P13
RPL3P2	RPL3P2	ENSG00000237448	CHR_HSCHR6_MHC_SSTO_CTG1	RPL3P2
RPL3P3	RPL3P3	ENSG00000243388	14	RPL3P3
RPL3P4	RPL3P4	ENSG00000232573	14	RPL3P4
RPL3P5	RPL3P5	ENSG00000231546	2	RPL3P5
RPL3P6	RPL3P6	ENSG00000213891	5	RPL3P6
RPL3P7	RPL3P7	ENSG00000225093	6	RPL3P7
RPL3P8	RPL3P8	ENSG00000232199	7	RPL3P8
RPL3P9	RPL3P9	ENSG00000240540	8	RPL3P9
RPL4	RPL4	ENSG00000174444	15	RPL4
RPL41	RPL41	ENSG00000229117	12	RPL41
RPL41P1	RPL41P1	ENSG00000227063	20	RPL41P1
RPL41P2	RPL41P2	ENSG00000282105	CHR_HSCHR15_4_CTG8	RPL41P2
RPL41P5	RPL41P5	ENSG00000256393	12	RPL41P5
RPL4P1	RPL4P1	ENSG00000240954	14	RPL4P1
RPL4P2	RPL4P2	ENSG00000232341	1	RPL4P2
RPL4P3	RPL4P3	ENSG00000230364	1	RPL4P3
RPL4P4	RPL4P4	ENSG00000229638	3	RPL4P4
RPL4P5	RPL4P5	ENSG00000263127	CHR_HSCHR9_1_CTG1	RPL4P5
RPL4P6	RPL4P6	ENSG00000230071	22	RPL4P6
RPL5	RPL5	ENSG00000122406	1	RPL5
RPL5P1	RPL5P1	ENSG00000241061	15	RPL5P1
RPL5P10	RPL5P10	ENSG00000234067	3	RPL5P10
RPL5P11	RPL5P11	ENSG00000242882	4	RPL5P11
RPL5P12	RPL5P12	ENSG00000242697	4	RPL5P12
RPL5P13	RPL5P13	ENSG00000242134	4	RPL5P13
RPL5P14	RPL5P14	ENSG00000243914	5	RPL5P14
RPL5P15	RPL5P15	ENSG00000240412	5	RPL5P15
RPL5P17	RPL5P17	ENSG00000243859	5	RPL5P17
RPL5P18	RPL5P18	ENSG00000220744	6	RPL5P18
RPL5P2	RPL5P2	ENSG00000237068	20	RPL5P2
RPL5P20	RPL5P20	ENSG00000218643	6	RPL5P20
RPL5P22	RPL5P22	ENSG00000239198	8	RPL5P22
RPL5P23	RPL5P23	ENSG00000240395	8	RPL5P23
RPL5P24	RPL5P24	ENSG00000244052	8	RPL5P24
RPL5P25	RPL5P25	ENSG00000225251	10	RPL5P25
RPL5P26	RPL5P26	ENSG00000230469	10	RPL5P26
RPL5P27	RPL5P27	ENSG00000228195	10	RPL5P27
RPL5P28	RPL5P28	ENSG00000235264	10	RPL5P28
RPL5P29	RPL5P29	ENSG00000281820	CHR_HG142_HG150_NOVEL_TEST	RPL5P29
RPL5P3	RPL5P3	ENSG00000242276	15	RPL5P3
RPL5P30	RPL5P30	ENSG00000243431	11	RPL5P30
RPL5P31	RPL5P31	ENSG00000214878	13	RPL5P31
RPL5P32	RPL5P32	ENSG00000282545	CHR_HSCHR15_4_CTG8	RPL5P32
RPL5P33	RPL5P33	ENSG00000243521	17	RPL5P33
RPL5P34	RPL5P34	ENSG00000234009	22	RPL5P34
RPL5P35	RPL5P35	ENSG00000214727	22	RPL5P35
RPL5P4	RPL5P4	ENSG00000229994	1	RPL5P4
RPL5P5	RPL5P5	ENSG00000213051	1	RPL5P5
RPL5P6	RPL5P6	ENSG00000232393	1	RPL5P6
RPL5P7	RPL5P7	ENSG00000234415	2	RPL5P7
RPL5P8	RPL5P8	ENSG00000213917	2	RPL5P8
RPL5P9	RPL5P9	ENSG00000236330	2	RPL5P9
RPL6	RPL6	ENSG00000089009	12	RPL6
RPL6P12	RPL6P12	ENSG00000214671	4	RPL6P12
RPL6P2	RPL6P2	ENSG00000227056	1	RPL6P2
RPL6P21	RPL6P21	ENSG00000223445	7	RPL6P21
RPL6P25	RPL6P25	ENSG00000213270	12	RPL6P25
RPL6P27	RPL6P27	ENSG00000235552	18	RPL6P27
RPL6P29	RPL6P29	ENSG00000236243	X	RPL6P29
RPL6P30	RPL6P30	ENSG00000215313	X	RPL6P30
RPL6P5	RPL6P5	ENSG00000214064	2	RPL6P5
RPL6P7	RPL6P7	ENSG00000239212	3	RPL6P7
RPL6P8	RPL6P8	ENSG00000242285	3	RPL6P8
RPL6P9	RPL6P9	ENSG00000242390	3	RPL6P9
RPL7	RPL7	ENSG00000147604	8	RPL7
RPL7A	RPL7A	ENSG00000280858	CHR_HG2030_PATCH	RPL7A
RPL7AL2	NA	NA	NA	RPL7AL2
RPL7AL3	NA	NA	NA	RPL7AL3
RPL7AP10	RPL7AP10	ENSG00000240522	19	RPL7AP10
RPL7AP11	RPL7AP11	ENSG00000242445	3	RPL7AP11
RPL7AP14	RPL7AP14	ENSG00000213979	20	RPL7AP14
RPL7AP15	RPL7AP15	ENSG00000236806	1	RPL7AP15
RPL7AP2	RPL7AP2	ENSG00000241984	14	RPL7AP2
RPL7AP23	RPL7AP23	ENSG00000241367	3	RPL7AP23
RPL7AP25	RPL7AP25	ENSG00000235294	3	RPL7AP25
RPL7AP26	RPL7AP26	ENSG00000214988	4	RPL7AP26
RPL7AP28	RPL7AP28	ENSG00000184139	4	RPL7AP28
RPL7AP3	RPL7AP3	ENSG00000256243	14	RPL7AP3
RPL7AP30	RPL7AP30	ENSG00000241741	4	RPL7AP30
RPL7AP31	RPL7AP31	ENSG00000242083	4	RPL7AP31
RPL7AP33	RPL7AP33	ENSG00000254200	5	RPL7AP33
RPL7AP34	RPL7AP34	ENSG00000213312	6	RPL7AP34
RPL7AP38	RPL7AP38	ENSG00000213787	7	RPL7AP38
RPL7AP4	RPL7AP4	ENSG00000213641	14	RPL7AP4
RPL7AP56	RPL7AP56	ENSG00000242834	11	RPL7AP56
RPL7AP57	RPL7AP57	ENSG00000242248	11	RPL7AP57
RPL7AP58	RPL7AP58	ENSG00000240554	11	RPL7AP58
RPL7AP6	RPL7AP6	ENSG00000242071	14	RPL7AP6
RPL7AP60	RPL7AP60	ENSG00000213152	12	RPL7AP60
RPL7AP64	RPL7AP64	ENSG00000213876	17	RPL7AP64
RPL7AP65	RPL7AP65	ENSG00000284212	CHR_HSCHR17_3_CTG1	RPL7AP65
RPL7AP66	RPL7AP66	ENSG00000175886	18	RPL7AP66
RPL7AP69	RPL7AP69	ENSG00000268483	19	RPL7AP69
RPL7AP7	RPL7AP7	ENSG00000237554	CHR_HSCHR6_MHC_SSTO_CTG1	RPL7AP7
RPL7AP71	RPL7AP71	ENSG00000234566	X	RPL7AP71
RPL7AP72	RPL7AP72	ENSG00000235735	X	RPL7AP72
RPL7AP73	RPL7AP73	ENSG00000237952	13	RPL7AP73
RPL7AP8	RPL7AP8	ENSG00000230507	10	RPL7AP8
RPL7L1	RPL7L1	ENSG00000146223	6	RPL7L1
RPL7L1P1	RPL7L1P1	ENSG00000234227	13	RPL7L1P1
RPL7L1P10	RPL7L1P10	ENSG00000237322	2	RPL7L1P10
RPL7L1P11	RPL7L1P11	ENSG00000176970	X	RPL7L1P11
RPL7L1P12	RPL7L1P12	ENSG00000231981	13	RPL7L1P12
RPL7L1P13	RPL7L1P13	ENSG00000251464	4	RPL7L1P13
RPL7L1P2	RPL7L1P2	ENSG00000231490	7	RPL7L1P2
RPL7L1P3	RPL7L1P3	ENSG00000235090	7	RPL7L1P3
RPL7L1P4	RPL7L1P4	ENSG00000249582	5	RPL7L1P4
RPL7L1P5	RPL7L1P5	ENSG00000267634	17	RPL7L1P5
RPL7L1P7	RPL7L1P7	ENSG00000251137	3	RPL7L1P7
RPL7L1P8	RPL7L1P8	ENSG00000228766	3	RPL7L1P8
RPL7L1P9	RPL7L1P9	ENSG00000231035	2	RPL7L1P9
RPL7P1	RPL7P1	ENSG00000214485	5	RPL7P1
RPL7P10	RPL7P10	ENSG00000229752	1	RPL7P10
RPL7P11	RPL7P11	ENSG00000234619	1	RPL7P11
RPL7P12	RPL7P12	ENSG00000227770	2	RPL7P12
RPL7P13	RPL7P13	ENSG00000234253	2	RPL7P13
RPL7P14	RPL7P14	ENSG00000232994	2	RPL7P14
RPL7P15	RPL7P15	ENSG00000240622	3	RPL7P15
RPL7P16	RPL7P16	ENSG00000242899	3	RPL7P16
RPL7P17	RPL7P17	ENSG00000214062	4	RPL7P17
RPL7P18	RPL7P18	ENSG00000243806	5	RPL7P18
RPL7P19	RPL7P19	ENSG00000241458	5	RPL7P19
RPL7P2	RPL7P2	ENSG00000227663	20	RPL7P2
RPL7P20	RPL7P20	ENSG00000254252	5	RPL7P20
RPL7P21	RPL7P21	ENSG00000231579	5	RPL7P21
RPL7P22	RPL7P22	ENSG00000226544	5	RPL7P22
RPL7P23	RPL7P23	ENSG00000244363	5	RPL7P23
RPL7P24	RPL7P24	ENSG00000240003	5	RPL7P24
RPL7P25	RPL7P25	ENSG00000216636	6	RPL7P25
RPL7P26	RPL7P26	ENSG00000184612	6	RPL7P26
RPL7P27	RPL7P27	ENSG00000220069	6	RPL7P27
RPL7P28	RPL7P28	ENSG00000218632	6	RPL7P28
RPL7P29	RPL7P29	ENSG00000214457	6	RPL7P29
RPL7P3	RPL7P3	ENSG00000226094	20	RPL7P3
RPL7P30	RPL7P30	ENSG00000227982	7	RPL7P30
RPL7P31	RPL7P31	ENSG00000235379	7	RPL7P31
RPL7P32	RPL7P32	ENSG00000231006	7	RPL7P32
RPL7P33	RPL7P33	ENSG00000215236	9	RPL7P33
RPL7P34	RPL7P34	ENSG00000237205	10	RPL7P34
RPL7P35	RPL7P35	ENSG00000233518	10	RPL7P35
RPL7P36	RPL7P36	ENSG00000234109	10	RPL7P36
RPL7P37	RPL7P37	ENSG00000226646	10	RPL7P37
RPL7P38	RPL7P38	ENSG00000239473	12	RPL7P38
RPL7P39	RPL7P39	ENSG00000243020	12	RPL7P39
RPL7P4	RPL7P4	ENSG00000238255	CHR_HSCHR6_MHC_QBL_CTG1	RPL7P4
RPL7P40	RPL7P40	ENSG00000242991	12	RPL7P40
RPL7P41	RPL7P41	ENSG00000241146	12	RPL7P41
RPL7P42	RPL7P42	ENSG00000241825	12	RPL7P42
RPL7P43	RPL7P43	ENSG00000241045	12	RPL7P43
RPL7P44	RPL7P44	ENSG00000233873	13	RPL7P44
RPL7P45	RPL7P45	ENSG00000225823	13	RPL7P45
RPL7P46	RPL7P46	ENSG00000229917	16	RPL7P46
RPL7P47	RPL7P47	ENSG00000228071	16	RPL7P47
RPL7P48	RPL7P48	ENSG00000187504	17	RPL7P48
RPL7P49	RPL7P49	ENSG00000242931	17	RPL7P49
RPL7P5	RPL7P5	ENSG00000241562	15	RPL7P5
RPL7P50	RPL7P50	ENSG00000268785	19	RPL7P50
RPL7P51	RPL7P51	ENSG00000243469	19	RPL7P51
RPL7P52	RPL7P52	ENSG00000228599	22	RPL7P52
RPL7P53	RPL7P53	ENSG00000237475	X	RPL7P53
RPL7P54	RPL7P54	ENSG00000227645	X	RPL7P54
RPL7P55	RPL7P55	ENSG00000228301	X	RPL7P55
RPL7P56	RPL7P56	ENSG00000231164	X	RPL7P56
RPL7P57	RPL7P57	ENSG00000224401	X	RPL7P57
RPL7P58	RPL7P58	ENSG00000216938	X	RPL7P58
RPL7P59	RPL7P59	ENSG00000225918	7	RPL7P59
RPL7P6	RPL7P6	ENSG00000227525	12	RPL7P6
RPL7P60	RPL7P60	ENSG00000214142	7	RPL7P60
RPL7P61	RPL7P61	ENSG00000230282	2	RPL7P61
RPL7P7	RPL7P7	ENSG00000224315	1	RPL7P7
RPL7P8	RPL7P8	ENSG00000235045	1	RPL7P8
RPL7P9	RPL7P9	ENSG00000137970	1	RPL7P9
RPL8	RPL8	ENSG00000161016	8	RPL8
RPL8P2	RPL8P2	ENSG00000225267	21	RPL8P2
RPL9	RPL9	ENSG00000163682	4	RPL9
RPL9P15	RPL9P15	ENSG00000240601	3	RPL9P15
RPL9P16	RPL9P16	ENSG00000214676	4	RPL9P16
RPL9P18	RPL9P18	ENSG00000213309	6	RPL9P18
RPL9P2	RPL9P2	ENSG00000234324	17	RPL9P2
RPL9P28	RPL9P28	ENSG00000242067	17	RPL9P28
RPL9P29	RPL9P29	ENSG00000267355	17	RPL9P29
RPL9P3	RPL9P3	ENSG00000240392	14	RPL9P3
RPL9P30	RPL9P30	ENSG00000240074	17	RPL9P30
RPL9P31	RPL9P31	ENSG00000239659	18	RPL9P31
RPL9P32	RPL9P32	ENSG00000242100	19	RPL9P32
RPL9P33	RPL9P33	ENSG00000244071	19	RPL9P33
RPL9P5	RPL9P5	ENSG00000239510	14	RPL9P5
RPL9P7	RPL9P7	ENSG00000238103	X	RPL9P7
RPLP0	RPLP0	ENSG00000089157	12	RPLP0
RPLP0P11	RPLP0P11	ENSG00000239780	18	RPLP0P11
RPLP0P2	RPLP0P2	ENSG00000243742	11	RPLP0P2
RPLP0P6	RPLP0P6	ENSG00000213553	2	RPLP0P6
RPLP0P7	RPLP0P7	ENSG00000238069	2	RPLP0P7
RPLP1	RPLP1	ENSG00000137818	15	RPLP1
RPLP1P13	RPLP1P13	ENSG00000232163	13	RPLP1P13
RPLP2	RPLP2	ENSG00000177600	11	RPLP2
RPLP2P1	RPLP2P1	ENSG00000214374	6	RPLP2P1
RPN1	RPN1	ENSG00000163902	3	RPN1
RPN2	RPN2	ENSG00000118705	20	RPN2
RPP14	RPP14	ENSG00000163684	3	RPP14
RPP21	RPP21	ENSG00000243009	CHR_HSCHR6_MHC_SSTO_CTG1	RPP21
RPP25	RPP25	ENSG00000178718	15	RPP25
RPP25L	RPP25L	ENSG00000164967	9	RPP25L
RPP30	RPP30	ENSG00000148688	10	RPP30
RPP38	RPP38	ENSG00000152464	10	RPP38
RPP40	RPP40	ENSG00000124787	6	RPP40
RPP40P2	RPP40P2	ENSG00000271190	13	RPP40P2
RPPH1	RPPH1	ENSG00000277209	14	RPPH1
RPRD1A	RPRD1A	ENSG00000141425	18	RPRD1A
RPRD1B	RPRD1B	ENSG00000101413	20	RPRD1B
RPRD2	RPRD2	ENSG00000163125	1	RPRD2
RPRM	RPRM	ENSG00000177519	2	RPRM
RPRML	RPRML	ENSG00000179673	17	RPRML
RPS10	RPS10	ENSG00000124614	6	RPS10
RPS10-NUDT3	RPS10-NUDT3	ENSG00000270800	6	RPS10-NUDT3
RPS10L	NA	NA	NA	RPS10L
RPS10P14	RPS10P14	ENSG00000213744	7	RPS10P14
RPS10P16	RPS10P16	ENSG00000239917	8	RPS10P16
RPS10P18	RPS10P18	ENSG00000229455	10	RPS10P18
RPS10P2	RPS10P2	ENSG00000213950	20	RPS10P2
RPS10P21	RPS10P21	ENSG00000232881	13	RPS10P21
RPS10P27	RPS10P27	ENSG00000267752	18	RPS10P27
RPS10P28	RPS10P28	ENSG00000243167	19	RPS10P28
RPS10P3	RPS10P3	ENSG00000217716	9	RPS10P3
RPS10P7	RPS10P7	ENSG00000223396	1	RPS10P7
RPS11	RPS11	ENSG00000142534	19	RPS11
RPS11P1	RPS11P1	ENSG00000235544	20	RPS11P1
RPS11P5	RPS11P5	ENSG00000232888	12	RPS11P5
RPS11P6	NA	NA	NA	RPS11P6
RPS11P7	RPS11P7	ENSG00000214047	X	RPS11P7
RPS12	RPS12	ENSG00000112306	6	RPS12
RPS12P15	RPS12P15	ENSG00000240724	8	RPS12P15
RPS12P18	RPS12P18	ENSG00000232965	10	RPS12P18
RPS12P2	RPS12P2	ENSG00000234319	10	RPS12P2
RPS12P20	RPS12P20	ENSG00000244134	11	RPS12P20
RPS12P23	RPS12P23	ENSG00000180172	13	RPS12P23
RPS12P24	RPS12P24	ENSG00000230283	13	RPS12P24
RPS12P26	RPS12P26	ENSG00000225193	15	RPS12P26
RPS12P27	RPS12P27	ENSG00000240435	16	RPS12P27
RPS12P28	RPS12P28	ENSG00000240494	17	RPS12P28
RPS12P31	RPS12P31	ENSG00000242325	19	RPS12P31
RPS12P5	RPS12P5	ENSG00000226216	3	RPS12P5
RPS13	RPS13	ENSG00000110700	11	RPS13
RPS13P2	RPS13P2	ENSG00000228929	1	RPS13P2
RPS14	RPS14	ENSG00000164587	5	RPS14
RPS14P3	NA	NA	NA	RPS14P3
RPS14P4	RPS14P4	ENSG00000226928	2	RPS14P4
RPS14P7	RPS14P7	ENSG00000242635	4	RPS14P7
RPS14P8	RPS14P8	ENSG00000239528	5	RPS14P8
RPS15	RPS15	ENSG00000115268	19	RPS15
RPS15A	RPS15A	ENSG00000134419	16	RPS15A
RPS15AP1	RPS15AP1	ENSG00000214535	20	RPS15AP1
RPS15AP10	RPS15AP10	ENSG00000225447	1	RPS15AP10
RPS15AP11	RPS15AP11	ENSG00000234093	1	RPS15AP11
RPS15AP12	RPS15AP12	ENSG00000232134	1	RPS15AP12
RPS15AP16	RPS15AP16	ENSG00000239483	3	RPS15AP16
RPS15AP17	RPS15AP17	ENSG00000225405	4	RPS15AP17
RPS15AP18	RPS15AP18	ENSG00000242979	5	RPS15AP18
RPS15AP24	RPS15AP24	ENSG00000241511	8	RPS15AP24
RPS15AP25	RPS15AP25	ENSG00000236191	8	RPS15AP25
RPS15AP27	RPS15AP27	ENSG00000236783	9	RPS15AP27
RPS15AP3	RPS15AP3	ENSG00000214903	14	RPS15AP3
RPS15AP32	RPS15AP32	ENSG00000242461	12	RPS15AP32
RPS15AP34	RPS15AP34	ENSG00000241808	16	RPS15AP34
RPS15AP36	RPS15AP36	ENSG00000213013	19	RPS15AP36
RPS15AP38	RPS15AP38	ENSG00000237668	22	RPS15AP38
RPS15AP40	RPS15AP40	ENSG00000233921	X	RPS15AP40
RPS15AP5	RPS15AP5	ENSG00000223540	10	RPS15AP5
RPS15AP6	RPS15AP6	ENSG00000233072	1	RPS15AP6
RPS15AP7	RPS15AP7	ENSG00000234088	1	RPS15AP7
RPS15AP9	RPS15AP9	ENSG00000228453	1	RPS15AP9
RPS15P5	RPS15P5	ENSG00000229806	3	RPS15P5
RPS15P9	RPS15P9	ENSG00000240846	19	RPS15P9
RPS16	RPS16	ENSG00000105193	19	RPS16
RPS16P5	RPS16P5	ENSG00000217527	6	RPS16P5
RPS16P8	RPS16P8	ENSG00000213664	17	RPS16P8
RPS16P9	RPS16P9	ENSG00000242675	19	RPS16P9
RPS17	RPS17	ENSG00000278229	CHR_HSCHR15_5_CTG8	RPS17
RPS17P1	RPS17P1	ENSG00000232974	CHR_HSCHR6_MHC_SSTO_CTG1	RPS17P1
RPS17P13	RPS17P13	ENSG00000224706	7	RPS17P13
RPS17P14	RPS17P14	ENSG00000243287	8	RPS17P14
RPS17P15	RPS17P15	ENSG00000239354	11	RPS17P15
RPS17P17	RPS17P17	ENSG00000225758	X	RPS17P17
RPS17P2	RPS17P2	ENSG00000197575	5	RPS17P2
RPS17P5	RPS17P5	ENSG00000060303	6	RPS17P5
RPS17P8	RPS17P8	ENSG00000226242	2	RPS17P8
RPS18	RPS18	ENSG00000235650	CHR_HSCHR6_MHC_SSTO_CTG1	RPS18
RPS18P1	RPS18P1	ENSG00000225831	20	RPS18P1
RPS18P12	RPS18P12	ENSG00000230897	17	RPS18P12
RPS18P13	RPS18P13	ENSG00000243455	19	RPS18P13
RPS18P6	RPS18P6	ENSG00000244048	3	RPS18P6
RPS18P9	RPS18P9	ENSG00000220848	6	RPS18P9
RPS19	RPS19	ENSG00000105372	19	RPS19
RPS19BP1	RPS19BP1	ENSG00000187051	22	RPS19BP1
RPS19P1	RPS19P1	ENSG00000214612	20	RPS19P1
RPS19P3	RPS19P3	ENSG00000240463	14	RPS19P3
RPS19P6	RPS19P6	ENSG00000234637	9	RPS19P6
RPS2	RPS2	ENSG00000140988	16	RPS2
RPS20	RPS20	ENSG00000008988	8	RPS20
RPS20P1	RPS20P1	ENSG00000229761	21	RPS20P1
RPS20P10	RPS20P10	ENSG00000233971	2	RPS20P10
RPS20P14	RPS20P14	ENSG00000223803	3	RPS20P14
RPS20P15	RPS20P15	ENSG00000227523	3	RPS20P15
RPS20P2	RPS20P2	ENSG00000219274	16	RPS20P2
RPS20P20	RPS20P20	ENSG00000241942	8	RPS20P20
RPS20P22	RPS20P22	ENSG00000239218	8	RPS20P22
RPS20P23	RPS20P23	ENSG00000242399	8	RPS20P23
RPS20P24	RPS20P24	ENSG00000236862	9	RPS20P24
RPS20P25	RPS20P25	ENSG00000228375	9	RPS20P25
RPS20P31	RPS20P31	ENSG00000240925	12	RPS20P31
RPS20P32	RPS20P32	ENSG00000218198	13	RPS20P32
RPS20P33	RPS20P33	ENSG00000242085	14	RPS20P33
RPS20P35	NA	NA	NA	RPS20P35
RPS20P4	RPS20P4	ENSG00000241907	5	RPS20P4
